epoch,train_loss,val_accuracy,val_f1,val_roc_auc,val_selection
1,0.5559057344992956,0.75,0.6210526315789473,0.53125,0.6210526315789473
2,0.37981633593638736,0.6666666666666666,0.5555555555555556,0.625,0.5555555555555556
3,0.16289076457420984,0.5,0.4857142857142857,0.71875,0.4857142857142857
4,0.08480615727603436,0.5833333333333334,0.5804195804195804,0.75,0.5804195804195804
5,0.22311185424526533,0.9166666666666666,0.8991596638655461,0.9375,0.8991596638655461
6,0.17673471321662268,0.75,0.6974789915966386,0.8125,0.6974789915966386
7,0.28690612812836963,0.6666666666666666,0.625,0.5625,0.625
8,0.04487783617029587,0.6666666666666666,0.625,0.59375,0.625
9,0.04364189490055045,0.5833333333333334,0.5555555555555556,0.5625,0.5555555555555556
10,0.30210017288724583,0.75,0.6974789915966386,0.71875,0.6974789915966386
11,0.057815245973567166,0.8333333333333334,0.7777777777777777,0.90625,0.7777777777777777
12,0.14725328205774227,0.8333333333333334,0.7777777777777777,0.875,0.7777777777777777
13,0.07012022131433089,0.8333333333333334,0.7777777777777777,0.84375,0.7777777777777777
14,0.03690266919632753,0.8333333333333334,0.7777777777777777,0.84375,0.7777777777777777
15,0.017880004985878866,0.8333333333333334,0.7777777777777777,0.8125,0.7777777777777777
16,0.005712364140587549,0.8333333333333334,0.7777777777777777,0.8125,0.7777777777777777
17,0.0633090966924404,0.75,0.6210526315789473,0.84375,0.6210526315789473
18,0.050637984299100935,0.75,0.6210526315789473,0.90625,0.6210526315789473
19,0.3694357481241847,0.8333333333333334,0.7777777777777777,0.90625,0.7777777777777777
20,0.1716781284970542,0.5,0.4857142857142857,0.875,0.4857142857142857
21,0.16837206607063612,0.6666666666666666,0.6666666666666666,0.8125,0.6666666666666666
22,0.1163747739046812,0.5833333333333334,0.5804195804195804,0.71875,0.5804195804195804
23,0.11197470128536224,0.75,0.7333333333333334,0.75,0.7333333333333334
24,0.17104899510741234,0.8333333333333334,0.7777777777777777,0.8125,0.7777777777777777
25,0.04803766248126825,0.8333333333333334,0.7777777777777777,0.78125,0.7777777777777777
26,0.5594949896913022,0.75,0.7333333333333334,0.8125,0.7333333333333334
27,0.44279427267611027,0.5833333333333334,0.5804195804195804,0.71875,0.5804195804195804
28,0.2577909156680107,0.4166666666666667,0.4125874125874126,0.65625,0.4125874125874126
29,0.27352749307950336,0.4166666666666667,0.4125874125874126,0.65625,0.4125874125874126
30,0.4846435325841109,0.5833333333333334,0.5555555555555556,0.5625,0.5555555555555556
31,0.14478635415434837,0.75,0.6210526315789473,0.34375,0.6210526315789473
32,0.18465689135094485,0.75,0.6210526315789473,0.46875,0.6210526315789473
33,0.23440629119674364,0.5833333333333334,0.4957983193277311,0.65625,0.4957983193277311
34,0.1813359403361877,0.5833333333333334,0.4957983193277311,0.65625,0.4957983193277311
35,0.04520236110935608,0.75,0.6210526315789473,0.65625,0.6210526315789473
