epoch,train_loss,val_accuracy,val_f1,val_roc_auc,val_selection
1,0.5757830142974854,0.3333333333333333,0.25,0.78125,0.78125
2,0.52240106711785,0.5,0.4857142857142857,0.75,0.75
3,0.23147436355551085,0.5,0.5,0.625,0.625
4,0.27003366127610207,0.75,0.7333333333333334,0.6875,0.6875
5,0.0668019267419974,0.6666666666666666,0.6571428571428571,0.65625,0.65625
6,0.15752700809389353,0.6666666666666666,0.6666666666666666,0.71875,0.71875
7,0.050836429155121245,0.75,0.7482517482517483,0.75,0.75
8,0.0999224924792846,0.5833333333333334,0.4957983193277311,0.71875,0.71875
9,0.18548779329285026,0.75,0.6974789915966386,0.8125,0.8125
10,0.2399506215006113,0.75,0.7482517482517483,0.875,0.875
11,0.09907057819267114,0.75,0.7333333333333334,0.875,0.875
12,0.2075113970786333,0.8333333333333334,0.8125,0.875,0.875
13,0.2825600386907657,0.75,0.6974789915966386,0.84375,0.84375
14,0.3965618750080466,0.5833333333333334,0.5804195804195804,0.90625,0.90625
15,0.10416096604118745,0.8333333333333334,0.8285714285714285,0.875,0.875
16,0.04223985535403093,0.8333333333333334,0.8125,0.90625,0.90625
17,0.03728712225953738,0.8333333333333334,0.8125,0.90625,0.90625
18,0.025341964326798916,0.8333333333333334,0.8125,0.875,0.875
19,0.04425950006892284,0.75,0.7333333333333334,0.84375,0.84375
20,0.011804835482810935,0.8333333333333334,0.8125,0.8125,0.8125
21,0.4460367856857677,0.8333333333333334,0.8125,0.8125,0.8125
22,0.07284867577254772,0.8333333333333334,0.8285714285714285,0.875,0.875
23,0.11806307313963771,0.8333333333333334,0.8285714285714285,0.875,0.875
24,0.045568154814342655,0.75,0.7333333333333334,0.875,0.875
25,0.10338629813243945,0.75,0.7333333333333334,0.90625,0.90625
26,0.020574094261974096,0.75,0.7333333333333334,0.90625,0.90625
27,0.10176731281292935,0.75,0.7333333333333334,0.875,0.875
28,0.08654927276074886,0.75,0.7482517482517483,0.8125,0.8125
29,0.047427102380121745,0.6666666666666666,0.625,0.875,0.875
30,0.0134761700561891,0.75,0.7333333333333334,0.90625,0.90625
31,0.014487918854380647,0.8333333333333334,0.8285714285714285,0.90625,0.90625
32,0.008419690614876648,0.8333333333333334,0.8125,0.90625,0.90625
33,0.045924545847810805,0.75,0.7482517482517483,0.75,0.75
34,0.18264730041846633,0.6666666666666666,0.6571428571428571,0.8125,0.8125
