local_gnn,global_attn,lap_pe_dim,lap_pe_encoder,rwse_dim,rwse_encoder,out_dir,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,roc_auc_mean,roc_auc_std
sage,none,8,raw,8,linear,gps_artifacts/data_agumentation/mild\graph_level\sage\20260207_212252_248252__none__sage_none_lap8_rwse8,0.72,0.07774602526460403,0.6051944914988393,0.14169878259489918,0.6727407407407408,0.11924628408827444
gcn,none,8,raw,8,linear,gps_artifacts/data_agumentation/mild\graph_level\gcn\20260207_212317_826141__none__gcn_none_lap8_rwse8,0.6266666666666667,0.07999999999999999,0.5645920743679527,0.08483951986933669,0.6905185185185185,0.09152798338274738
pna,none,8,raw,8,linear,gps_artifacts/data_agumentation/mild\graph_level\pna\20260207_212345_154544__none__pna_none_lap8_rwse8,0.5866666666666667,0.12927146286443544,0.3810714285714286,0.027142857142857156,0.47948148148148145,0.05323220865612081
gin,none,8,raw,8,linear,gps_artifacts/data_agumentation/mild\graph_level\gin\20260207_212442_091935__none__gin_none_lap8_rwse8,0.6666666666666666,0.11925695879998878,0.6082797903850536,0.10812504887531443,0.6355555555555555,0.12624100016815767
gine,none,8,raw,8,linear,gps_artifacts/data_agumentation/mild\graph_level\gine\20260207_212507_853890__none__gine_none_lap8_rwse8,0.6266666666666667,0.06798692684790378,0.4760262563523433,0.12717245076059952,0.581037037037037,0.07301855374267659
gatedgraph,none,8,raw,8,linear,gps_artifacts/data_agumentation/mild\graph_level\gatedgraph\20260207_212541_459327__none__gatedgraph_none_lap8_rwse8,0.6133333333333333,0.04988876515698587,0.5012262375305854,0.05458888622386316,0.6074074074074074,0.10889443170573865
