epoch,train_loss,val_accuracy,val_f1,val_roc_auc
1,0.6824966371059418,0.3333333333333333,0.25,0.5
2,0.567992721994718,0.75,0.6210526315789473,0.5625
3,0.42480874558289844,0.4166666666666667,0.37777777777777777,0.6875
4,0.2479500025510788,0.6666666666666666,0.4,0.65625
5,0.3149610025187333,0.75,0.6974789915966386,0.84375
6,0.08105389028787613,0.75,0.6210526315789473,0.90625
7,0.03763167808453242,0.6666666666666666,0.5555555555555556,0.8125
8,0.014177685293058554,0.75,0.6210526315789473,0.75
9,0.014684043126180768,0.6666666666666666,0.5555555555555556,0.78125
10,0.004435616739404698,0.5833333333333334,0.4957983193277311,0.78125
11,0.003283727875289818,0.75,0.7333333333333334,0.78125
12,0.0037227699261469147,0.75,0.7333333333333334,0.78125
13,0.0014500378359419603,0.75,0.7333333333333334,0.8125
14,0.001185259597453599,0.6666666666666666,0.625,0.84375
15,0.0008123396643592665,0.6666666666666666,0.5555555555555556,0.84375
16,0.0006246514240046963,0.6666666666666666,0.5555555555555556,0.84375
17,0.0005353936139727011,0.6666666666666666,0.5555555555555556,0.84375
18,0.00039476971141994,0.6666666666666666,0.5555555555555556,0.84375
19,0.00043196861224714667,0.6666666666666666,0.5555555555555556,0.84375
20,0.0002827993278818515,0.6666666666666666,0.5555555555555556,0.84375
21,0.0003501221823777693,0.6666666666666666,0.5555555555555556,0.84375
22,0.000364656562548286,0.6666666666666666,0.5555555555555556,0.84375
23,0.0002784113700424011,0.6666666666666666,0.5555555555555556,0.84375
24,0.00022472828398652686,0.6666666666666666,0.5555555555555556,0.84375
25,0.00027329418177638826,0.6666666666666666,0.5555555555555556,0.875
26,0.00025154075531948666,0.6666666666666666,0.5555555555555556,0.84375
27,0.00021697491320082918,0.6666666666666666,0.5555555555555556,0.875
28,0.00013903883518651128,0.6666666666666666,0.5555555555555556,0.84375
29,0.00019156115983302394,0.6666666666666666,0.5555555555555556,0.84375
30,0.0001815734685806092,0.6666666666666666,0.5555555555555556,0.84375
31,0.00011623560688652408,0.6666666666666666,0.5555555555555556,0.84375
32,0.00012035443796776235,0.6666666666666666,0.5555555555555556,0.84375
33,9.743379753975508e-05,0.6666666666666666,0.5555555555555556,0.84375
34,0.00010833731539605651,0.6666666666666666,0.5555555555555556,0.84375
35,0.00012298351612116676,0.6666666666666666,0.5555555555555556,0.84375
36,0.00012667608461924829,0.6666666666666666,0.5555555555555556,0.84375
37,0.00012118490788755783,0.6666666666666666,0.5555555555555556,0.84375
38,0.00014665330915401378,0.6666666666666666,0.5555555555555556,0.84375
39,9.165227068782163e-05,0.6666666666666666,0.5555555555555556,0.84375
40,6.500830992687649e-05,0.6666666666666666,0.5555555555555556,0.84375
41,7.145001533596466e-05,0.6666666666666666,0.5555555555555556,0.84375
