epoch,train_loss,val_accuracy,val_f1,val_roc_auc
1,0.5845586309830347,0.75,0.6210526315789473,0.78125
2,0.34610990186532337,0.5833333333333334,0.5804195804195804,0.75
3,0.25735384474198025,0.6666666666666666,0.6666666666666666,0.75
4,0.07408341020345688,0.5833333333333334,0.4957983193277311,0.71875
5,0.11778902200361092,0.6666666666666666,0.5555555555555556,0.59375
6,0.04593124706298113,0.6666666666666666,0.5555555555555556,0.71875
7,0.23298949220528206,0.6666666666666666,0.5555555555555556,0.6875
8,0.22445448767393827,0.6666666666666666,0.5555555555555556,0.65625
9,0.04003468000640472,0.75,0.6210526315789473,0.6875
10,0.19486805920799574,0.75,0.6210526315789473,0.6875
11,0.029415166315933067,0.6666666666666666,0.5555555555555556,0.75
12,0.0950479277720054,0.6666666666666666,0.5555555555555556,0.78125
13,0.03138266084715724,0.6666666666666666,0.5555555555555556,0.75
14,0.01679596972341339,0.6666666666666666,0.5555555555555556,0.75
15,0.522277777393659,0.6666666666666666,0.625,0.5625
16,0.07926330529153347,0.6666666666666666,0.625,0.65625
17,0.09059140893320243,0.6666666666666666,0.5555555555555556,0.75
18,0.021019535915305216,0.6666666666666666,0.5555555555555556,0.75
19,0.06409473701690634,0.75,0.6974789915966386,0.78125
20,0.3199664632945011,0.8333333333333334,0.8285714285714285,0.8125
21,0.1341446915951868,0.6666666666666666,0.6666666666666666,0.75
22,0.24779582054664692,0.5833333333333334,0.4957983193277311,0.78125
23,0.16292483794192472,0.75,0.6974789915966386,0.65625
24,0.30479565635323524,0.5833333333333334,0.4957983193277311,0.8125
25,0.25057634556045133,0.75,0.6974789915966386,0.90625
26,0.5750391234954199,0.9166666666666666,0.9111111111111111,0.9375
27,0.05170125203828017,0.75,0.7333333333333334,0.875
28,0.11347112183769544,0.75,0.6210526315789473,0.875
29,0.05394051317125559,0.75,0.6210526315789473,0.875
30,0.07699692280342181,0.75,0.6210526315789473,0.875
31,0.0390063285206755,0.75,0.6210526315789473,0.9375
32,0.1490257369975249,0.75,0.6210526315789473,0.875
33,0.026201389419535797,0.75,0.6210526315789473,0.875
34,0.03685783470670382,0.75,0.6210526315789473,0.84375
35,0.03776226666135093,0.75,0.6210526315789473,0.8125
36,0.038927348253006734,0.75,0.6210526315789473,0.875
37,0.013910047166670362,0.8333333333333334,0.7777777777777777,0.90625
38,0.00481773439484338,0.8333333333333334,0.7777777777777777,0.84375
39,0.006751163688022643,0.75,0.6974789915966386,0.875
40,0.004008898395113647,0.75,0.6974789915966386,0.875
41,0.0034908263866479197,0.75,0.6974789915966386,0.875
42,0.0038426928610230484,0.8333333333333334,0.7777777777777777,0.875
43,0.0027991513294788697,0.75,0.6210526315789473,0.875
44,0.0038615172767701247,0.8333333333333334,0.7777777777777777,0.875
45,0.001957304465274016,0.75,0.6210526315789473,0.84375
46,0.0015839916789749016,0.8333333333333334,0.7777777777777777,0.875
47,0.002304754074430093,0.75,0.6210526315789473,0.84375
48,0.0033261258892404535,0.75,0.6974789915966386,0.875
49,0.0019719709428803376,0.75,0.6974789915966386,0.875
50,0.0010243938983573269,0.75,0.6974789915966386,0.875
51,0.0011107411701232195,0.8333333333333334,0.8125,0.875
52,0.001190884126117453,0.75,0.6974789915966386,0.875
53,0.0012793640392677237,0.75,0.6210526315789473,0.875
54,0.0014622476107130449,0.6666666666666666,0.5555555555555556,0.84375
55,0.000990221635826553,0.75,0.6210526315789473,0.875
56,0.000959741931486254,0.75,0.6210526315789473,0.875
