local_gnn,global_attn,shortcut_frac,f1_mean,f1_std,auc_mean,auc_std,num_seeds
sage,none,0.0,0.5511143027810639,0.027649145449953796,0.6897694262890343,0.03482048432114938,3
sage,none,0.1,0.4912298463860296,0.08260580845407611,0.6372095134350036,0.008179259182993533,3
sage,none,0.2,0.5252721626519024,0.04399189008561504,0.6358478576615831,0.04900754477839634,3
sage,none,0.3,0.6036418394519529,0.049971320120717484,0.6771060275962236,0.04183842318401301,3
sage,performer,0.0,0.5205985917136375,0.05416425831077928,0.5935003631082062,0.027963678820614804,3
sage,performer,0.1,0.5685009199988037,0.05900048756460097,0.6535947712418301,0.0422878344806433,3
sage,performer,0.2,0.5935724292664243,0.008176595263958928,0.6475127087872186,0.07270292632271837,3
sage,performer,0.3,0.530814444294108,0.06180047530230309,0.6123366013071895,0.06523918138664975,3
