local_gnn,global_attn,shortcut_frac,f1_mean,f1_std,auc_mean,auc_std,num_seeds
pna,none,0.0,0.5648511684695894,0.056492202873781816,0.6526416122004357,0.02641612200435739,2
pna,none,0.1,0.47917212966555073,0.06206030630372733,0.6046432461873639,0.119349128540305,2
pna,none,0.2,0.5666486401257492,0.10338919841803165,0.6236383442265796,0.10212418300653597,2
pna,performer,0.0,0.5231763492212409,0.0189428376347881,0.622208605664488,0.03901143790849665,2
pna,performer,0.1,0.5167546663289697,0.05603556087302217,0.6224128540305012,0.055827886710239694,2
pna,performer,0.2,0.5269297141689119,0.07436518975757098,0.5999455337690631,0.03744553376906318,2
