accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,pr_auc_mean,pr_auc_std,roc_auc_mean,roc_auc_std,val_thr_mean,val_thr_std,val_thr_f1_mean,val_thr_f1_std
0.665254,0.000000,0.399491,0.000000,0.342230,0.000255,0.503487,0.004148,0.485000,0.025000,0.399491,0.000000
