epoch,train_loss,val_accuracy,val_f1,val_roc_auc,val_selection
1,0.6065474450588226,0.5833333333333334,0.4957983193277311,0.53125,0.53125
2,0.3180651826163133,0.6666666666666666,0.5555555555555556,0.625,0.625
3,0.17261315199236074,0.75,0.6974789915966386,0.53125,0.53125
4,0.16024601149062315,0.6666666666666666,0.625,0.59375,0.59375
5,0.20928700858106217,0.6666666666666666,0.5555555555555556,0.53125,0.53125
6,0.05168074897180001,0.6666666666666666,0.5555555555555556,0.4375,0.4375
7,0.1046871361322701,0.5,0.4375,0.40625,0.40625
8,0.0200461585385104,0.5833333333333334,0.4957983193277311,0.4375,0.4375
9,0.03528913405413429,0.5833333333333334,0.4957983193277311,0.4375,0.4375
10,0.020174420128266018,0.5,0.4375,0.4375,0.4375
11,0.006197925889864564,0.5,0.4375,0.46875,0.46875
12,0.037733862681003906,0.5,0.4375,0.4375,0.4375
13,0.010648063461606702,0.5833333333333334,0.4957983193277311,0.5,0.5
14,0.009997640697595974,0.5833333333333334,0.4957983193277311,0.53125,0.53125
15,0.08367981233944495,0.5833333333333334,0.5555555555555556,0.46875,0.46875
16,0.5077318613184616,0.5,0.5,0.46875,0.46875
17,0.18029654677957296,0.5,0.5,0.59375,0.59375
18,0.17367244542886814,0.5833333333333334,0.5804195804195804,0.5,0.5
19,0.5961864156027635,0.6666666666666666,0.4,0.46875,0.46875
20,0.1696693773070971,0.6666666666666666,0.4,0.46875,0.46875
21,0.2899223541220029,0.6666666666666666,0.5555555555555556,0.5625,0.5625
22,0.17406954367955527,0.5,0.4375,0.59375,0.59375
23,0.18701457791030407,0.6666666666666666,0.5555555555555556,0.53125,0.53125
24,0.06712803648163874,0.6666666666666666,0.625,0.625,0.625
25,0.13298101474841437,0.5833333333333334,0.4957983193277311,0.53125,0.53125
26,0.01629013040413459,0.5,0.4857142857142857,0.625,0.625
27,0.06528846205522616,0.6666666666666666,0.6571428571428571,0.65625,0.65625
28,0.011288544939210018,0.6666666666666666,0.6571428571428571,0.65625,0.65625
29,0.32325877373417217,0.5,0.4375,0.59375,0.59375
30,0.5719370078295469,0.6666666666666666,0.5555555555555556,0.53125,0.53125
31,0.08603735795865457,0.6666666666666666,0.4,0.625,0.625
32,0.10020938391486804,0.6666666666666666,0.4,0.46875,0.46875
33,0.03850611330320438,0.6666666666666666,0.5555555555555556,0.5,0.5
34,0.045769440941512585,0.6666666666666666,0.5555555555555556,0.5,0.5
35,0.03263935508827368,0.6666666666666666,0.5555555555555556,0.53125,0.53125
36,0.3634836422279477,0.5833333333333334,0.4957983193277311,0.46875,0.46875
37,0.03002079374467333,0.5,0.4375,0.4375,0.4375
38,0.025909730543692906,0.5,0.4375,0.5,0.5
39,0.022969571718325216,0.5,0.4375,0.53125,0.53125
40,0.016131534629190963,0.5833333333333334,0.4957983193277311,0.5625,0.5625
41,0.0252969382951657,0.5,0.4375,0.59375,0.59375
42,0.012225964417060217,0.5,0.4375,0.59375,0.59375
43,0.015810050535947084,0.5,0.4375,0.59375,0.59375
44,0.0055972280679270625,0.5833333333333334,0.4957983193277311,0.59375,0.59375
45,0.008630127180367708,0.5,0.4375,0.59375,0.59375
46,0.00416808567630748,0.5,0.4375,0.59375,0.59375
47,0.005224949893696855,0.5833333333333334,0.4957983193277311,0.5625,0.5625
48,0.016416795377153903,0.5833333333333334,0.4957983193277311,0.625,0.625
49,0.010054523474536836,0.5833333333333334,0.4957983193277311,0.59375,0.59375
50,0.0025319846463389695,0.5833333333333334,0.4957983193277311,0.65625,0.65625
51,0.0030364625272341073,0.5833333333333334,0.4957983193277311,0.65625,0.65625
52,0.001584448793437332,0.5833333333333334,0.4957983193277311,0.65625,0.65625
53,0.003971339513858159,0.5833333333333334,0.4957983193277311,0.65625,0.65625
54,0.15193789859768003,0.5,0.4375,0.59375,0.59375
55,0.31886109441984445,0.5,0.4375,0.53125,0.53125
56,0.027532658966568608,0.5,0.4375,0.5625,0.5625
57,0.38777630869299173,0.6666666666666666,0.6571428571428571,0.59375,0.59375
