accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,pr_auc_mean,pr_auc_std,roc_auc_mean,roc_auc_std,val_thr_mean,val_thr_std,val_thr_f1_mean,val_thr_f1_std
0.949435,0.040686,0.941600,0.047705,0.963462,0.037447,0.972550,0.027109,0.310000,0.212760,0.942845,0.047715
