epoch,train_loss,val_accuracy,val_f1,val_roc_auc
1,0.7658392190933228,0.7,0.4117647058823529,0.04761904761904763
2,0.7265259504318238,0.3,0.23076923076923078,0.6666666666666666
3,0.686255133152008,0.3,0.23076923076923078,0.7142857142857143
4,0.7100751519203186,0.7,0.4117647058823529,0.9523809523809524
5,0.7074022650718689,0.3,0.23076923076923078,1.0
6,0.7132734060287476,0.3,0.23076923076923078,1.0
7,0.7299771070480346,0.7,0.4117647058823529,0.5476190476190477
8,0.7169106245040894,0.7,0.4117647058823529,0.5238095238095237
9,0.6889394402503968,0.7,0.4117647058823529,0.26190476190476186
10,0.7206678509712219,0.7,0.4117647058823529,0.2857142857142857
11,0.6976230502128601,0.7,0.4117647058823529,0.1904761904761905
12,0.6953283190727234,0.7,0.4117647058823529,0.5714285714285714
13,0.6844724655151367,0.3,0.23076923076923078,0.42857142857142855
