epoch,train_loss,lr,val_accuracy,val_f1,val_roc_auc,val_selection
1,0.6595501601696014,0.0002,0.3333333333333333,0.25,0.75,0.75
2,0.5843989004691442,0.0003,0.5,0.4857142857142857,0.84375,0.84375
3,0.42367451389630634,0.0004,0.75,0.7482517482517483,0.90625,0.90625
4,0.3702868993083636,0.0005,0.8333333333333334,0.8285714285714285,0.9375,0.9375
5,0.15804951886336008,0.0006,0.75,0.7482517482517483,0.90625,0.90625
6,0.10337529890239239,0.0007,0.9166666666666666,0.9111111111111111,0.9375,0.9375
7,0.07387556818624337,0.0008,0.6666666666666666,0.6571428571428571,0.8125,0.8125
8,0.0644689795250694,0.0009000000000000001,0.75,0.7333333333333334,0.78125,0.78125
9,0.5625029243528843,0.001,0.75,0.7333333333333334,0.8125,0.8125
10,0.052519421403606735,0.0009997981354499536,0.8333333333333334,0.8125,0.8125,0.8125
11,0.43943023681640625,0.000999192706443437,0.8333333333333334,0.7777777777777777,0.5625,0.5625
12,0.5033172046144804,0.0009981842067770322,0.6666666666666666,0.625,0.5625,0.5625
13,0.2732101505001386,0.0009967734589975323,0.75,0.6974789915966386,0.53125,0.53125
14,0.26838523770372075,0.0009949616137310618,0.5833333333333334,0.5804195804195804,0.65625,0.65625
15,0.2394458713630835,0.000992750148744608,0.75,0.7333333333333334,0.8125,0.8125
16,0.10266936322053273,0.0009901408677407348,0.6666666666666666,0.6571428571428571,0.84375,0.84375
17,0.10205811231086652,0.0009871358988864552,0.6666666666666666,0.6571428571428571,0.84375,0.84375
18,0.19790590073292455,0.0009837376930774688,0.6666666666666666,0.6571428571428571,0.84375,0.84375
19,0.06619929522275925,0.0009799490219391763,0.75,0.7333333333333334,0.90625,0.90625
20,0.08889946263904373,0.0009757729755661011,0.8333333333333334,0.8125,0.875,0.875
21,0.026726880110800266,0.0009712129600015647,0.8333333333333334,0.8125,0.875,0.875
22,0.09779094159603119,0.0009662726944596689,0.5833333333333334,0.5804195804195804,0.875,0.875
23,0.33096435898914933,0.0009609562082918508,0.8333333333333334,0.7777777777777777,0.9375,0.9375
24,0.4654419217258692,0.0009552678377004867,0.8333333333333334,0.7777777777777777,0.9375,0.9375
25,0.12732606350133815,0.0009492122222022224,0.6666666666666666,0.6571428571428571,0.90625,0.90625
26,0.15494093019515276,0.0009427943008439181,0.75,0.7333333333333334,0.875,0.875
27,0.03991531984259685,0.0009360193081742898,0.6666666666666666,0.6571428571428571,0.84375,0.84375
28,0.02196978482728203,0.0009288927699745367,0.5833333333333334,0.5804195804195804,0.84375,0.84375
29,0.030892699491232634,0.0009214204987514347,0.5833333333333334,0.5804195804195804,0.8125,0.8125
30,0.02777055899302165,0.0009136085889965731,0.5833333333333334,0.5804195804195804,0.78125,0.78125
31,0.21041555446572602,0.000905463412215599,0.75,0.7482517482517483,0.875,0.875
32,0.013668979207674662,0.0008969916117315263,0.75,0.7482517482517483,0.90625,0.90625
33,0.38891063211485744,0.0008882000972663459,0.75,0.7482517482517483,0.875,0.875
34,0.09922042861580849,0.0008790960393053579,0.75,0.7333333333333334,0.8125,0.8125
