epoch,train_loss,train_acc,train_f1,val_acc,val_f1,val_roc_auc,val_pr_auc
1,0.783823998153354,0.49031476997578693,0.48202424720425796,0.6652542372881356,0.3994910941475827,0.5446039040733872,0.37011655354861456
2,0.7057488703554536,0.5968523002421308,0.5731867267337863,0.3347457627118644,0.2507936507936508,0.6461127236242128,0.49778227258163343
3,0.6402452292222953,0.648910411622276,0.6270450709663757,0.3439265536723164,0.2661431994354364,0.6921869261021079,0.5304983882092358
4,0.5514384689977614,0.7487893462469734,0.7312525970004156,0.3347457627118644,0.2507936507936508,0.753976412516685,0.6263041597797134
5,0.39556328075561337,0.8565375302663438,0.8445360449773529,0.3347457627118644,0.2507936507936508,0.8436220627625932,0.7531207735876634
6,0.2712305408629609,0.9312953995157385,0.9239789288056072,0.3347457627118644,0.2507936507936508,0.841623218396983,0.7663054234992892
7,0.19902231221337585,0.9748789346246973,0.9719539734751548,0.3347457627118644,0.25316455696202533,0.9000017916812241,0.8732986118696039
8,0.18281903920681655,0.9788135593220338,0.9764435361910722,0.6652542372881356,0.3994910941475827,0.7591364544420256,0.6185129472973177
9,0.1682662003048973,0.9891041162227603,0.9877234962769199,0.6652542372881356,0.3994910941475827,0.7636727673412347,0.616046306148189
10,0.156833013921038,0.9912227602905569,0.9901879010396938,0.6652542372881356,0.3994910941475827,0.8482266835084702,0.774807467785811
11,0.14932032564506115,0.9960653753026635,0.9955778884952929,0.6652542372881356,0.3994910941475827,0.7527155168552411,0.6081485029873442
12,0.14911662756530772,0.9969733656174334,0.9965991436100132,0.6652542372881356,0.3994910941475827,0.7342354448296559,0.5788512963043293
13,0.14184270947089206,0.9993946731234867,0.9993207457488017,0.6652542372881356,0.3994910941475827,0.8604157148360163,0.7900008273922592
14,0.14466701595892917,0.9975786924939467,0.997282982995207,0.6652542372881356,0.3994910941475827,0.8019721931074023,0.7027834547956526
15,0.1394057020941889,1.0,1.0,0.6652542372881356,0.3994910941475827,0.729044048482894,0.5951881852453798
16,0.14141929578983178,0.9978813559322034,0.9976199372856356,0.6652542372881356,0.3994910941475827,0.8187647253800605,0.6929234466413514
17,0.1391448847245939,0.9984866828087167,0.9983030036322091,0.6652542372881356,0.3994910941475827,0.7753343725084433,0.658669578265615
18,0.14432193995532344,0.9969733656174334,0.9966097840974248,0.6652542372881356,0.3994910941475827,0.8204164315085061,0.7454062633195561
19,0.1402319012340564,0.9987893462469734,0.9986408818143075,0.6652542372881356,0.3994910941475827,0.7333978338574001,0.5564269753403902
