epoch,train_loss,lr,val_accuracy,val_f1,val_roc_auc,val_selection
1,0.6532407204310099,0.0002,0.5,0.4375,0.4375,0.4375
2,0.5278497089942297,0.0003,0.5,0.4857142857142857,0.5,0.5
3,0.3635043650865555,0.0004,0.5833333333333334,0.4957983193277311,0.4375,0.4375
4,0.28093616167704266,0.0005,0.6666666666666666,0.5555555555555556,0.65625,0.65625
5,0.17495369662841162,0.0006,0.8333333333333334,0.7777777777777777,0.59375,0.59375
6,0.18535756940642992,0.0007,0.8333333333333334,0.7777777777777777,0.65625,0.65625
7,0.1142215933650732,0.0008,0.75,0.6210526315789473,0.8125,0.8125
8,0.27063172062238056,0.0009000000000000001,0.75,0.6974789915966386,0.90625,0.90625
9,0.10613580917318662,0.001,0.75,0.6974789915966386,0.5,0.5
10,0.212821909536918,0.0009997981354499536,0.75,0.6974789915966386,0.59375,0.59375
11,0.33227297787865,0.000999192706443437,0.5833333333333334,0.5804195804195804,0.90625,0.90625
12,0.6902829992274443,0.0009981842067770322,0.4166666666666667,0.4125874125874126,0.59375,0.59375
13,0.19316216061512628,0.0009967734589975323,0.5833333333333334,0.5804195804195804,0.65625,0.65625
14,0.12129417806863785,0.0009949616137310618,0.75,0.7333333333333334,0.8125,0.8125
15,0.08157793556650479,0.000992750148744608,0.75,0.7333333333333334,0.78125,0.78125
16,0.11558000867565472,0.0009901408677407348,0.75,0.6974789915966386,0.71875,0.71875
17,0.14250278286635876,0.0009871358988864552,0.8333333333333334,0.7777777777777777,0.65625,0.65625
18,0.20808607898652554,0.0009837376930774688,0.75,0.6974789915966386,0.71875,0.71875
19,0.08167998353019357,0.0009799490219391763,0.75,0.6210526315789473,0.78125,0.78125
20,0.07819560092563431,0.0009757729755661011,0.75,0.6210526315789473,0.78125,0.78125
21,0.3403503882388274,0.0009712129600015647,0.8333333333333334,0.7777777777777777,0.75,0.75
22,0.07897402594486873,0.0009662726944596689,0.75,0.6974789915966386,0.59375,0.59375
23,0.2787972732136647,0.0009609562082918508,0.75,0.6210526315789473,0.8125,0.8125
24,0.08083898760378361,0.0009552678377004867,0.75,0.6210526315789473,0.78125,0.78125
25,0.06189739083250364,0.0009492122222022224,0.75,0.6210526315789473,0.75,0.75
26,0.026580162656803925,0.0009427943008439181,0.75,0.6210526315789473,0.71875,0.71875
27,0.19098113585884371,0.0009360193081742898,0.8333333333333334,0.7777777777777777,0.6875,0.6875
28,0.023051615183552105,0.0009288927699745367,0.8333333333333334,0.7777777777777777,0.71875,0.71875
29,0.1594896997946004,0.0009214204987514347,0.75,0.6974789915966386,0.6875,0.6875
30,0.06695621289933722,0.0009136085889965731,0.6666666666666666,0.625,0.65625,0.65625
31,0.02311629879598816,0.000905463412215599,0.5833333333333334,0.5555555555555556,0.6875,0.6875
32,0.031183191963161033,0.0008969916117315263,0.6666666666666666,0.6571428571428571,0.6875,0.6875
33,0.05504861815522114,0.0008882000972663459,0.8333333333333334,0.8125,0.78125,0.78125
34,0.013903468304003278,0.0008790960393053579,0.6666666666666666,0.6571428571428571,0.8125,0.8125
35,0.04357668951464196,0.0008696868632488205,0.6666666666666666,0.6571428571428571,0.75,0.75
36,0.5082666363256673,0.0008599802433556869,0.75,0.7333333333333334,0.84375,0.84375
37,0.03149556818728646,0.0008499840964843702,0.75,0.6974789915966386,0.84375,0.84375
38,0.04762272660930952,0.0008397065756356396,0.8333333333333334,0.7777777777777777,0.75,0.75
