epoch,train_loss,lr,val_accuracy,val_f1,val_roc_auc,val_selection
1,0.6934365232785543,0.0002,0.3333333333333333,0.25,0.40625,0.40625
2,0.6345302959283193,0.0003,0.3333333333333333,0.3142857142857143,0.625,0.625
3,0.4947734822829564,0.0004,0.5833333333333334,0.5804195804195804,0.59375,0.59375
4,0.3164774800340335,0.0005,0.5833333333333334,0.5555555555555556,0.75,0.75
5,0.24015922844409943,0.0006,0.75,0.6210526315789473,0.78125,0.78125
6,0.17996162300308546,0.0007,0.75,0.6210526315789473,0.78125,0.78125
7,0.11037168775995572,0.0008,0.75,0.6210526315789473,0.71875,0.71875
8,0.14844680981089672,0.0009000000000000001,0.75,0.6210526315789473,0.875,0.875
9,0.045616937490801014,0.001,0.5833333333333334,0.5555555555555556,0.65625,0.65625
10,0.2341077048331499,0.0009997981354499536,0.6666666666666666,0.625,0.8125,0.8125
11,0.08016719513883193,0.000999192706443437,0.75,0.6210526315789473,0.90625,0.90625
12,0.03640933443481723,0.0009981842067770322,0.75,0.6974789915966386,0.875,0.875
13,0.08095457482462128,0.0009967734589975323,0.6666666666666666,0.5555555555555556,0.84375,0.84375
14,0.15106232728188237,0.0009949616137310618,0.6666666666666666,0.5555555555555556,0.71875,0.71875
15,0.048129427091528974,0.000992750148744608,0.6666666666666666,0.5555555555555556,0.59375,0.59375
16,0.27934411509583396,0.0009901408677407348,0.6666666666666666,0.5555555555555556,0.53125,0.53125
17,0.11501428888489802,0.0009871358988864552,0.75,0.6210526315789473,0.59375,0.59375
18,0.07702756114304066,0.0009837376930774688,0.6666666666666666,0.5555555555555556,0.65625,0.65625
19,0.06625489580134551,0.0009799490219391763,0.75,0.6974789915966386,0.6875,0.6875
20,0.2571560071470837,0.0009757729755661011,0.75,0.6210526315789473,0.90625,0.90625
21,0.0759711650510629,0.0009712129600015647,0.75,0.6210526315789473,0.9375,0.9375
22,0.01894956175237894,0.0009662726944596689,0.75,0.6210526315789473,0.875,0.875
23,0.03784691325078408,0.0009609562082918508,0.6666666666666666,0.5555555555555556,0.75,0.75
24,0.2490733836311847,0.0009552678377004867,0.6666666666666666,0.625,0.78125,0.78125
25,0.04643893397102753,0.0009492122222022224,0.8333333333333334,0.8125,0.84375,0.84375
26,0.07496946374885738,0.0009427943008439181,0.9166666666666666,0.8991596638655461,0.8125,0.8125
27,0.15157909745660922,0.0009360193081742898,0.6666666666666666,0.5555555555555556,0.8125,0.8125
28,0.07609327603131533,0.0009288927699745367,0.75,0.6210526315789473,0.8125,0.8125
29,0.01693284185603261,0.0009214204987514347,0.75,0.6210526315789473,0.8125,0.8125
30,0.054692717269062996,0.0009136085889965731,0.75,0.6210526315789473,0.84375,0.84375
31,0.3920545658717553,0.000905463412215599,0.75,0.6210526315789473,0.8125,0.8125
32,0.3721214774996042,0.0008969916117315263,0.75,0.6210526315789473,0.78125,0.78125
33,0.34073904280861217,0.0008882000972663459,0.8333333333333334,0.7777777777777777,0.8125,0.8125
34,0.13023612586160502,0.0008790960393053579,0.8333333333333334,0.7777777777777777,0.78125,0.78125
35,0.2161890851954619,0.0008696868632488205,0.75,0.6210526315789473,0.875,0.875
36,0.05636433449884256,0.0008599802433556869,0.75,0.6210526315789473,0.875,0.875
37,0.07622704934328794,0.0008499840964843702,0.75,0.6210526315789473,0.8125,0.8125
38,0.0225157819998761,0.0008397065756356396,0.75,0.6210526315789473,0.8125,0.8125
39,0.016578533841917913,0.0008291560633029161,0.75,0.6210526315789473,0.75,0.75
40,0.10211444832384586,0.0008183411646353909,0.75,0.6210526315789473,0.8125,0.8125
41,0.015505421441048384,0.0008072707004195419,0.75,0.6210526315789473,0.8125,0.8125
42,0.041858897311612964,0.0007959536998847742,0.75,0.6210526315789473,0.8125,0.8125
43,0.0353598614068081,0.0007843993933390509,0.75,0.6210526315789473,0.84375,0.84375
44,0.007970713156585893,0.0007726172046405209,0.75,0.6210526315789473,0.84375,0.84375
45,0.054570389445871115,0.0007606167435112862,0.75,0.6210526315789473,0.90625,0.90625
46,0.0038639834383502603,0.000748407797699574,0.75,0.6210526315789473,0.875,0.875
47,0.052918104377264776,0.0007360003249967086,0.75,0.6210526315789473,0.8125,0.8125
48,0.006147686586094399,0.0007234044451153945,0.75,0.6210526315789473,0.84375,0.84375
49,0.02313180446314315,0.0007106304314359338,0.75,0.6210526315789473,0.8125,0.8125
50,0.01969754018743212,0.0006976887026271089,0.75,0.6210526315789473,0.78125,0.78125
51,0.07657731871586293,0.0006845898141485672,0.75,0.6210526315789473,0.71875,0.71875
