epoch,train_loss,val_accuracy,val_f1,val_roc_auc,val_selection
1,0.6334623098373413,0.5,0.4857142857142857,0.84375,0.84375
2,0.39611347516377765,0.6666666666666666,0.6666666666666666,0.875,0.875
3,0.42619376877943677,0.75,0.7482517482517483,0.90625,0.90625
4,0.3660833115379016,0.75,0.7482517482517483,1.0,1.0
5,0.19310341402888298,0.9166666666666666,0.9111111111111111,1.0,1.0
6,0.1552406152089437,0.8333333333333334,0.8125,0.9375,0.9375
7,0.14321735315024853,0.9166666666666666,0.9111111111111111,0.96875,0.96875
8,0.10469617942969005,0.8333333333333334,0.8285714285714285,0.9375,0.9375
9,0.12140057360132535,0.8333333333333334,0.7777777777777777,0.84375,0.84375
10,0.10103404677162568,0.75,0.6210526315789473,0.78125,0.78125
11,0.03370174951851368,0.75,0.6210526315789473,0.78125,0.78125
12,0.01541037376349171,0.8333333333333334,0.7777777777777777,0.78125,0.78125
13,0.08879650632540385,0.6666666666666666,0.625,0.75,0.75
14,0.14324670393640795,0.8333333333333334,0.7777777777777777,0.78125,0.78125
15,0.01925088247905175,0.8333333333333334,0.7777777777777777,0.84375,0.84375
16,0.15710199965784946,0.8333333333333334,0.8125,0.875,0.875
17,0.13612015902375182,0.75,0.6974789915966386,0.90625,0.90625
18,0.0625990005210042,0.9166666666666666,0.9111111111111111,0.9375,0.9375
19,0.03283675108104944,0.75,0.6974789915966386,0.9375,0.9375
20,0.04861340563123425,0.8333333333333334,0.8125,0.84375,0.84375
21,0.009639715775847435,0.8333333333333334,0.8125,0.90625,0.90625
22,0.117733077534164,0.8333333333333334,0.8285714285714285,0.9375,0.9375
23,0.03331941005308181,0.8333333333333334,0.8285714285714285,0.9375,0.9375
24,0.026076542834440868,0.9166666666666666,0.9111111111111111,0.9375,0.9375
