epoch,train_loss,train_acc,train_f1,val_acc,val_f1,val_roc_auc,val_pr_auc
1,6.575886347680634,0.48789346246973364,0.4854431414362021,0.6652542372881356,0.3994910941475827,0.5207790229962286,0.34470387588170837
2,6.147208111049476,0.6652542372881356,0.3994910941475827,0.3347457627118644,0.2507936507936508,0.4898310892526002,0.32747551226933835
3,0.6234956896045306,0.6507263922518159,0.6389789039124342,0.3347457627118644,0.2507936507936508,0.663822372723445,0.4808577432356905
4,0.45997626909909467,0.7675544794188862,0.76362494806678,0.6652542372881356,0.3994910941475827,0.7380763614537701,0.5903643690724716
5,0.30519955282349853,0.9325060532687651,0.9241780020995347,0.4025423728813559,0.35669959595569045,0.9533714961434061,0.9208883276673466
6,0.2285631683634788,0.962772397094431,0.9590430023682761,0.826271186440678,0.7729911499811009,0.943732251157874,0.899536015292301
7,0.17089887623636832,0.9954600484261501,0.994913546193283,0.6652542372881356,0.3994910941475827,0.5525365726929865,0.38160774494765615
8,0.1605759920421582,0.9975786924939467,0.997282982995207,0.6652542372881356,0.3994910941475827,0.5694074910191979,0.40112865471088943
9,0.15277025680853726,0.9981840193704601,0.9979613227214614,0.6652542372881356,0.3994910941475827,0.6205756671772957,0.4775716692779398
10,0.1457575536885504,0.9996973365617433,0.9996601440869751,0.6652542372881356,0.3994910941475827,0.6993491717953542,0.5987147077379797
11,0.14338293653567824,0.9996973365617433,0.9996602967160131,0.6652542372881356,0.3994910941475827,0.934778324240551,0.9121017228537678
12,0.14224879118922837,0.9996973365617433,0.9996602967160131,0.4336158192090395,0.40024716134143123,0.9939060442366093,0.9904696363519019
13,0.14000653553095627,1.0,1.0,0.4124293785310734,0.37085487247404625,0.9926518673797559,0.9867146907082166
14,0.13904346449900482,1.0,1.0,0.9350282485875706,0.9238750604806194,0.9779645605453876,0.968749273043003
15,0.13709470488978934,1.0,1.0,0.6652542372881356,0.3994910941475827,0.9425027099178513,0.9189065310655864
16,0.13625054808274886,1.0,1.0,0.6652542372881356,0.3994910941475827,0.9396539367715696,0.910285408322568
17,0.13621936301919507,1.0,1.0,0.807909604519774,0.7357367906818457,0.9712255995413297,0.9631673638474451
18,0.13540516999385546,1.0,1.0,0.5084745762711864,0.49539187495391873,0.9996058301307031,0.9992058337321791
19,0.13459456464857514,1.0,1.0,0.442090395480226,0.411666943659631,0.9977805548836751,0.995927777085213
20,0.13444733998533023,1.0,1.0,0.5508474576271186,0.5448905707060601,0.9872656256998754,0.9845894455866855
21,0.13409293368999953,1.0,1.0,0.8848870056497176,0.8766939964131377,0.9608831196753473,0.959744352249913
22,0.13416092815757086,1.0,1.0,0.8403954802259888,0.8333069415853385,0.9630107411289384,0.959846479010094
23,0.13371523453450376,1.0,1.0,0.3813559322033898,0.32534461152882205,0.9289150474347604,0.8860451224219259
24,0.133742236051952,1.0,1.0,0.3516949152542373,0.278864013101396,0.9064003332527077,0.8370448520256046
25,0.13328333372209608,1.0,1.0,0.5254237288135594,0.5155652126101946,0.971165130300017,0.9527610040960383
26,0.13324852240864937,1.0,1.0,0.9505649717514124,0.9423687423687424,0.9817024554991175,0.9792692715435972
27,0.13317890284858086,1.0,1.0,0.6701977401129944,0.4152335760162217,0.7119760452220341,0.6494498667680396
28,0.13273767437830963,1.0,1.0,0.6652542372881356,0.3994910941475827,0.5438424395531547,0.3906693239304378
29,0.1328385683006582,1.0,1.0,0.6652542372881356,0.3994910941475827,0.5807734687844339,0.4436566527886818
30,0.13263702544115358,1.0,1.0,0.6652542372881356,0.3994910941475827,0.6818959570713178,0.608367528500608
