model,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,pr_auc_mean,pr_auc_std,roc_auc_mean,roc_auc_std,val_thr_mean,val_thr_std,val_thr_f1_mean,val_thr_f1_std
baseline_sage,0.9009887005649718,0.11831690836075531,0.8431564287291515,0.2221970656840162,0.9882215684264141,0.0021618392141465443,0.9924807618228565,0.0014885333275001201,0.46799999999999997,0.404,0.8436894838087141,0.22266591674673544
baseline_plus_gps_transformer,0.998728813559322,0.001215017693085092,0.9985744975065748,0.0013616714265714748,0.9999739202152114,4.1617716161851974e-05,0.9999865623908194,2.1528151505818312e-05,0.7699999999999999,0.29873064790878084,0.9990502697339257,0.0012660328244079387
