model,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,pr_auc_mean,pr_auc_std,roc_auc_mean,roc_auc_std,val_thr_mean,val_thr_std,val_thr_f1_mean,val_thr_f1_std
baseline_sage,0.7819209039548022,0.13774655509747097,0.6773709388139567,0.23776267264290893,0.9864523376744273,0.004171622851037734,0.9919867057253174,0.0022396436342087527,0.496,0.4317221328586247,0.683164154082224,0.23813474572193374
baseline_plus_gps_transformer,0.9912429378531072,0.011805408866647958,0.9903315667757362,0.01294878551948238,0.9999414120763817,9.679031420168469e-05,0.9999695414191907,5.0470104978188566e-05,0.752,0.35136306009596396,0.9927044996487538,0.013812640195910213
