epoch,train_loss,train_acc,train_f1,val_acc,val_f1,val_roc_auc,val_pr_auc,epoch_sec
1,0.747259548716177,0.5266007532956686,0.49900416356454375,0.3912429378531073,0.34663272232083403,0.6575783636575381,0.509233107442421,0.5699760913848877
2,0.6837838982458169,0.6099340866290018,0.5737939315187975,0.6652542372881356,0.3994910941475827,0.6833136248398685,0.5164428602748039,0.5425164699554443
3,0.6188056385898769,0.6930320150659134,0.6680205403972252,0.6652542372881356,0.3994910941475827,0.7651867379755795,0.6391495060450363,0.549372673034668
4,0.49476574925379563,0.7843691148775894,0.7703946374622357,0.3347457627118644,0.2507936507936508,0.8735688946222688,0.8155942524671308,0.5439584255218506
5,0.3648471812631675,0.871939736346516,0.8613108407079646,0.3347457627118644,0.2507936507936508,0.9386494754853216,0.9033493486141633,0.5501723289489746
6,0.2552430758536872,0.9392655367231638,0.9332006428434902,0.3347457627118644,0.2507936507936508,0.9714988309280013,0.9489492207408282,0.5474903583526611
7,0.20258660751996516,0.9745762711864406,0.971691826525807,0.3347457627118644,0.2507936507936508,0.9547813253066014,0.9442708371075715,0.5338137149810791
8,0.1837837183093845,0.986346516007533,0.9846775166512229,0.6652542372881356,0.3994910941475827,0.977570390676091,0.9418804679695709,0.5229840278625488
9,0.16831404139093087,0.9948210922787194,0.9941757839346463,0.6730225988700564,0.42404385506393333,0.9899979395665923,0.9835100207189429,0.5367257595062256
10,0.16522890772747678,0.9941148775894538,0.9933780677488517,0.6652542372881356,0.3994910941475827,0.9898232506472449,0.9797751686916538,0.5286781787872314
11,0.16979048124702187,0.9896421845574388,0.98833507453465,0.3347457627118644,0.2507936507936508,0.7176702321123025,0.47361068248146204,0.5364325046539307
12,0.16513155658927564,0.993879472693032,0.9931216777008289,0.6652542372881356,0.3994910941475827,0.9988712408288317,0.997579605784346,0.5472087860107422
13,0.1491434183497887,0.9978813559322034,0.9976227876619994,0.6652542372881356,0.3994910941475827,0.9805602587187687,0.9615646319337017,0.5413210391998291
14,0.15193631784839595,0.9967043314500942,0.9963001782722818,0.6709039548022598,0.4174485742032312,0.9994759332419576,0.9990899773811588,0.5275349617004395
15,0.14458748678590844,0.9992937853107344,0.9992070424881245,0.3354519774011299,0.2519868614802336,0.9833664794359788,0.9808352348333055,0.5351657867431641
16,0.14686608011439695,0.9978813559322034,0.9976202947182082,0.6652542372881356,0.3994910941475827,0.9908176337266074,0.9847159850890335,0.540041446685791
17,0.14280730530816058,0.9981167608286252,0.9978872903205271,0.6652542372881356,0.3994910941475827,0.9697116289069849,0.9504979544673907,0.529517650604248
18,0.13908697294313355,0.9997645951035782,0.9997357731605119,0.6709039548022598,0.4174485742032312,0.7807206141883236,0.6981795243611001,0.5328421592712402
19,0.13900779445853834,0.9997645951035782,0.9997357731605119,0.6659604519774012,0.4017658486479244,0.4409013948238329,0.33073240116362745,0.5484535694122314
20,0.1389172384743412,0.9992937853107344,0.9992070424881245,0.6652542372881356,0.3994910941475827,0.1291443826314422,0.20261356047342075,0.5427653789520264
