local_gnn,global_attn,depth,f1_mean,f1_std,auc_mean,auc_std,final_layer_variance,num_seeds,layer_0_variance,layer_1_variance
sage,none,1,0.5559094243304769,0.04154868237109372,0.5892338416848221,0.06437779600220414,0.09792608105474047,3,0.3503881444533666,0.09604557976126671
sage,none,2,0.5605456847614655,0.04068144626237585,0.6889978213507625,0.03562979036803798,0.03415913484059274,3,0.3527628481388092,0.09896700643002987
sage,none,3,0.5351568253697679,0.025279618728963473,0.6854121278140886,0.014358995680503469,0.0168380302687486,3,0.3499482050538063,0.0999316790451606
sage,none,4,0.5548337680604526,0.10334175589551586,0.6594952795933189,0.07811002644951634,0.012144991041471561,3,0.3523033410310745,0.10280864002803962
sage,performer,1,0.5331754318034805,0.06684492177903421,0.5777505446623094,0.06732594945217889,1.0182345708211262,3,0.3528716117143631,1.0171388387680054
sage,performer,2,0.5638295429349335,0.027636476319399035,0.6205065359477123,0.07440332691848446,1.0198757383558485,3,0.3517276545365651,1.0179449419180553
sage,performer,3,0.5481981679599782,0.018947351886017975,0.6028503994190269,0.026953524228557638,1.0216269857353633,3,0.34949519236882526,1.017889807621638
sage,performer,4,0.539839660985583,0.05886728554944997,0.5935457516339869,0.0653988965187067,1.0298193362024095,3,0.34749865780274075,1.0209854046503704
