epoch,train_loss,val_accuracy,val_f1,val_roc_auc
1,0.7032792925834656,0.3,0.23076923076923078,0.5
2,0.7091911673545838,0.3,0.23076923076923078,0.5238095238095237
3,0.7099067568778992,0.3,0.23076923076923078,0.4523809523809524
4,0.6920480489730835,0.7,0.4117647058823529,0.47619047619047616
5,0.7122629165649415,0.7,0.4117647058823529,0.6190476190476191
6,0.7088916182518006,0.3,0.23076923076923078,0.7142857142857142
7,0.7049453496932984,0.7,0.4117647058823529,0.5238095238095238
8,0.7007676005363465,0.7,0.4117647058823529,0.380952380952381
9,0.6998925328254699,0.7,0.4117647058823529,0.30952380952380953
10,0.7014531970024109,0.3,0.23076923076923078,0.5
11,0.6953696966171264,0.3,0.23076923076923078,0.6666666666666666
12,0.7052641987800599,0.7,0.4117647058823529,0.7619047619047619
13,0.6971006631851197,0.7,0.4117647058823529,0.5476190476190477
14,0.7036587476730347,0.7,0.4117647058823529,0.7857142857142856
15,0.6948179721832275,0.7,0.4117647058823529,0.3095238095238095
16,0.6919303655624389,0.7,0.4117647058823529,0.16666666666666669
