accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,pr_auc_mean,pr_auc_std,roc_auc_mean,roc_auc_std,val_thr_mean,val_thr_std,val_thr_f1_mean,val_thr_f1_std
0.939266,0.073755,0.931768,0.081261,0.999218,0.001563,0.998977,0.002047,0.452000,0.441289,0.934704,0.079771
