epoch,train_loss,val_accuracy,val_f1,val_roc_auc
1,0.6160632272561392,0.5833333333333334,0.5804195804195804,0.6875
2,0.560059537490209,0.6666666666666666,0.6571428571428571,0.625
3,0.40203141669432324,0.5833333333333334,0.5804195804195804,0.65625
4,0.30519446978966397,0.5,0.4857142857142857,0.90625
5,0.10800269618630409,0.8333333333333334,0.8285714285714285,0.875
6,0.13608856623371443,0.8333333333333334,0.8125,0.875
7,0.11982311743001144,0.8333333333333334,0.8125,0.875
8,0.07390197413042188,0.9166666666666666,0.8991596638655461,0.9375
9,0.21924147087459764,0.9166666666666666,0.8991596638655461,0.9375
10,0.17061525397002697,0.9166666666666666,0.8991596638655461,0.90625
11,0.1036318273593982,0.75,0.7333333333333334,0.90625
12,0.09266274267186721,0.75,0.7482517482517483,0.90625
13,0.2784884811068575,0.75,0.7333333333333334,0.75
14,0.1750803478062153,0.8333333333333334,0.8125,0.6875
15,0.13194264937192202,0.8333333333333334,0.8125,0.71875
16,0.26364585260550183,0.8333333333333334,0.8125,0.71875
17,0.2021756786853075,0.8333333333333334,0.8125,0.75
18,0.31656947421530884,0.75,0.6974789915966386,0.8125
19,0.06290930478523175,0.75,0.6974789915966386,0.78125
20,0.5810433949033419,0.75,0.6974789915966386,0.8125
21,0.06807880662381649,0.75,0.6974789915966386,0.78125
22,0.2793421056121588,0.75,0.7333333333333334,0.90625
23,0.12552005425095558,0.75,0.7333333333333334,0.90625
24,0.26105012620488804,0.9166666666666666,0.9111111111111111,0.9375
25,0.10399988728264968,0.9166666666666666,0.9111111111111111,1.0
26,0.13428841345012188,0.8333333333333334,0.8285714285714285,1.0
27,0.15671465049187341,0.8333333333333334,0.8125,0.9375
28,0.08376925283422072,0.9166666666666666,0.9111111111111111,0.9375
29,0.03890798085679611,0.8333333333333334,0.8285714285714285,0.96875
30,0.03724030700201789,0.8333333333333334,0.8125,0.96875
31,0.040780371675888695,0.8333333333333334,0.8125,0.96875
32,0.013289790445317825,0.8333333333333334,0.8125,0.9375
33,0.012014240686160823,0.8333333333333334,0.8125,0.9375
34,0.003982318138393263,0.8333333333333334,0.8125,0.9375
35,0.00752989889588207,0.8333333333333334,0.8125,0.9375
36,0.003327634398980687,0.8333333333333334,0.8125,0.9375
37,0.001893075086021175,0.75,0.7333333333333334,0.9375
38,0.0024011704178216555,0.8333333333333334,0.8285714285714285,0.9375
39,0.0022977039722415307,0.8333333333333334,0.8285714285714285,0.9375
40,0.0019522732472978532,0.8333333333333334,0.8285714285714285,0.9375
41,0.0047242404737820225,0.75,0.7333333333333334,0.9375
42,0.00815644086105749,0.75,0.7482517482517483,0.9375
43,0.02693490284339835,0.75,0.7333333333333334,0.9375
44,0.00544395583953398,0.5833333333333334,0.5804195804195804,0.6875
45,0.2232049508796384,0.75,0.7482517482517483,0.875
46,0.48051226781293127,0.8333333333333334,0.8285714285714285,0.90625
47,0.15134545865779123,0.8333333333333334,0.8285714285714285,0.9375
48,0.04175321012735367,0.8333333333333334,0.8125,0.9375
49,0.04229665221646428,0.9166666666666666,0.8991596638655461,0.9375
50,0.04973137681372464,0.8333333333333334,0.7777777777777777,0.90625
51,0.02430256448375682,0.8333333333333334,0.8125,0.9375
52,0.006687075675775607,0.8333333333333334,0.8125,0.90625
53,0.010770510455283025,0.75,0.6974789915966386,0.90625
54,0.008268363773822784,0.75,0.6974789915966386,0.90625
55,0.002872980898246169,0.75,0.6974789915966386,0.90625
56,0.015205834216127792,0.75,0.6974789915966386,0.90625
57,0.0026851402944885194,0.75,0.6974789915966386,0.875
58,0.01858718677734335,0.8333333333333334,0.7777777777777777,0.875
59,0.009336423070635647,0.8333333333333334,0.7777777777777777,0.90625
