epoch,train_loss,val_accuracy,val_f1,val_roc_auc,val_selection
1,0.7512204547723135,0.6666666666666666,0.4,0.75,0.4
2,0.6351573665936788,0.6666666666666666,0.4,0.6875,0.4
3,0.5897057006756464,0.6666666666666666,0.4,0.6875,0.4
4,0.5886944383382797,0.6666666666666666,0.4,0.6875,0.4
5,0.4591420243183772,0.6666666666666666,0.4,0.78125,0.4
6,0.3188319429755211,0.75,0.7482517482517483,0.84375,0.7482517482517483
7,0.18765282506744066,0.6666666666666666,0.4,0.875,0.4
8,0.07218837039545178,0.5833333333333334,0.4957983193277311,0.75,0.4957983193277311
9,0.033177973004058,0.75,0.6210526315789473,0.78125,0.6210526315789473
10,0.00949143769685179,0.75,0.6210526315789473,0.84375,0.6210526315789473
11,0.005945880300714634,0.75,0.6210526315789473,0.84375,0.6210526315789473
12,0.001500240970926825,0.6666666666666666,0.5555555555555556,0.84375,0.5555555555555556
13,0.0013473778332505997,0.6666666666666666,0.5555555555555556,0.84375,0.5555555555555556
14,0.0013561619610603277,0.6666666666666666,0.5555555555555556,0.84375,0.5555555555555556
15,0.0004490053470362909,0.6666666666666666,0.5555555555555556,0.84375,0.5555555555555556
16,0.0003647801010326172,0.6666666666666666,0.5555555555555556,0.8125,0.5555555555555556
17,0.00016674358266755007,0.6666666666666666,0.5555555555555556,0.8125,0.5555555555555556
18,0.00045659309095450834,0.6666666666666666,0.5555555555555556,0.8125,0.5555555555555556
19,0.00035500300631004694,0.6666666666666666,0.5555555555555556,0.8125,0.5555555555555556
20,0.0003141889537801035,0.6666666666666666,0.5555555555555556,0.8125,0.5555555555555556
21,0.0001647010206700846,0.6666666666666666,0.5555555555555556,0.8125,0.5555555555555556
22,0.0002350486441476581,0.6666666666666666,0.5555555555555556,0.8125,0.5555555555555556
23,0.0001793803894543089,0.6666666666666666,0.5555555555555556,0.8125,0.5555555555555556
24,0.000156724233723556,0.6666666666666666,0.5555555555555556,0.8125,0.5555555555555556
25,0.00015932910658496743,0.6666666666666666,0.5555555555555556,0.8125,0.5555555555555556
26,0.00013903145190852229,0.6666666666666666,0.5555555555555556,0.8125,0.5555555555555556
27,0.00015476900322634415,0.6666666666666666,0.5555555555555556,0.8125,0.5555555555555556
28,7.948947677505203e-05,0.6666666666666666,0.5555555555555556,0.8125,0.5555555555555556
29,0.00012824078415481685,0.6666666666666666,0.5555555555555556,0.8125,0.5555555555555556
30,0.00019273110107557537,0.6666666666666666,0.5555555555555556,0.8125,0.5555555555555556
31,0.00013973214178501317,0.6666666666666666,0.5555555555555556,0.8125,0.5555555555555556
32,0.00014460803261802843,0.6666666666666666,0.5555555555555556,0.8125,0.5555555555555556
33,0.0001560692248858686,0.6666666666666666,0.5555555555555556,0.8125,0.5555555555555556
34,0.00011068076067507111,0.6666666666666666,0.5555555555555556,0.8125,0.5555555555555556
35,8.486762150520614e-05,0.6666666666666666,0.5555555555555556,0.8125,0.5555555555555556
36,9.831826522107197e-05,0.6666666666666666,0.5555555555555556,0.8125,0.5555555555555556
37,7.086226772419953e-05,0.6666666666666666,0.5555555555555556,0.8125,0.5555555555555556
38,0.0012778937956075727,0.6666666666666666,0.5555555555555556,0.8125,0.5555555555555556
39,0.0002196660704309276,0.6666666666666666,0.5555555555555556,0.8125,0.5555555555555556
40,6.391458191501442e-05,0.6666666666666666,0.5555555555555556,0.8125,0.5555555555555556
41,0.00025075383852405747,0.6666666666666666,0.5555555555555556,0.8125,0.5555555555555556
42,0.00011193149900160886,0.6666666666666666,0.5555555555555556,0.8125,0.5555555555555556
43,0.00012146080037685654,0.6666666666666666,0.5555555555555556,0.8125,0.5555555555555556
44,4.7179096403245545e-05,0.6666666666666666,0.5555555555555556,0.8125,0.5555555555555556
45,6.558870306131818e-05,0.6666666666666666,0.5555555555555556,0.8125,0.5555555555555556
46,5.908646926400252e-05,0.6666666666666666,0.5555555555555556,0.8125,0.5555555555555556
