accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,pr_auc_mean,pr_auc_std,roc_auc_mean,roc_auc_std,val_thr_mean,val_thr_std,val_thr_f1_mean,val_thr_f1_std
0.983757,0.013599,0.981753,0.015360,0.995888,0.004442,0.997799,0.002253,0.888000,0.164365,0.983855,0.011913
