epoch,train_loss,train_acc,train_f1,val_acc,val_f1,val_roc_auc,val_pr_auc
1,0.7452292111184862,0.5402542372881356,0.5261456407749162,0.6320621468926554,0.5629751310210908,0.5903813593485447,0.4157079460044054
2,0.6869836937909746,0.614406779661017,0.5873370276886873,0.3347457627118644,0.2507936507936508,0.6377892445376119,0.5155793445318744
3,0.611572160278561,0.6989171374764596,0.6739735103987254,0.3347457627118644,0.2507936507936508,0.7861818825194622,0.6974712945054453
4,0.4894732704943856,0.7848399246704332,0.7718941377187252,0.3347457627118644,0.2507936507936508,0.7855715911025111,0.6939378150615472
5,0.3430576520900044,0.8893596986817326,0.8780819040268095,0.4194915254237288,0.3807909604519774,0.9337928995673089,0.8882376912348002
6,0.24355308731172493,0.9460922787193974,0.9401058561352752,0.711864406779661,0.533216986620128,0.9065078341261523,0.8729034386535045
7,0.21303189053373822,0.9625706214689266,0.958774859568641,0.3686440677966102,0.3064603786816269,0.9325588791242262,0.9144429301385736
8,0.18501652297327073,0.9814030131826742,0.9791406216056473,0.6652542372881356,0.3994910941475827,0.4854672256712086,0.34066906416671394
9,0.165504565879899,0.9896421845574388,0.9883962095476488,0.6652542372881356,0.3994910941475827,0.5537616347299488,0.3743662166317715
10,0.1651156812401141,0.9901129943502824,0.9888849571635758,0.6652542372881356,0.3994910941475827,0.9156633251811838,0.8322746421965682
11,0.15708940025776794,0.9931732580037664,0.9923480753631841,0.4759887005649718,0.45560472129244867,0.9812410975839179,0.9693969037580927
12,0.15077819202354847,0.9959981167608286,0.9955128326610805,0.3347457627118644,0.2507936507936508,0.8159405878506095,0.7384853747727146
13,0.15007023532960823,0.9950564971751412,0.9944570285813348,0.3347457627118644,0.2507936507936508,0.648597561521854,0.5088301095394363
14,0.1533103286658752,0.9948210922787194,0.9941757839346463,0.3347457627118644,0.2507936507936508,0.8736976717102493,0.7813781264177591
15,0.1547088966811893,0.9898775894538606,0.9887159012672249,0.3425141242937853,0.26380433878170784,0.9527018552859076,0.9016750209659983
16,0.14511455312062568,0.996939736346516,0.9965662488451101,0.4696327683615819,0.4475666336098229,0.9731203024357906,0.9432434516908695
17,0.15496667234574335,0.9929378531073446,0.9920295940721795,0.3347457627118644,0.2507936507936508,0.6788153851666712,0.534388342790435
18,0.1492466865398565,0.9948210922787194,0.994194085143478,0.3347457627118644,0.2507936507936508,0.7252445644870865,0.5788778074603846
19,0.14559652711038534,0.9945856873822976,0.9939458468567683,0.3347457627118644,0.2507936507936508,0.7851214311949618,0.6625079617577818
20,0.14164775924269538,0.9976459510357816,0.9973535612294229,0.3813559322033898,0.32534461152882205,0.8877041396794682,0.8003884964774483
21,0.14442204564753675,0.9971751412429378,0.9968298310312875,0.6652542372881356,0.3994910941475827,0.7693389592123769,0.5960301214294942
22,0.14238962665789545,0.9978813559322034,0.9976244408205721,0.6652542372881356,0.3994910941475827,0.6833584168704705,0.4993795347174616
23,0.14420930207785915,0.996939736346516,0.9965590240100044,0.6652542372881356,0.3994910941475827,0.6499133274207853,0.45293086434277424
24,0.14557847998012033,0.9964689265536724,0.9960393585327179,0.6652542372881356,0.3994910941475827,0.6542234405654546,0.45283994085590884
25,0.15621924860553776,0.9882297551789078,0.9868855730436534,0.6652542372881356,0.3994910941475827,0.7207485644154192,0.5622684529643873
26,0.1521056198187018,0.9927024482109228,0.9917829877121074,0.6652542372881356,0.3994910941475827,0.6947792648731939,0.5058586737949553
27,0.14946803195216113,0.995291902071563,0.9947182258013177,0.6652542372881356,0.3994910941475827,0.6803819864369731,0.5007762219381171
28,0.15886982298840238,0.9879943502824858,0.9866255298367028,0.3622881355932203,0.2958331474680188,0.9570668386680642,0.9128122574465592
29,0.14151476267479682,0.9967043314500942,0.9963066072431536,0.3347457627118644,0.2507936507936508,0.8022331066856585,0.7121118198061669
30,0.1443808719992862,0.9962335216572504,0.9957656979670766,0.6652542372881356,0.3994910941475827,0.8429457031005043,0.7911072711139832
31,0.14670348807243305,0.9959981167608286,0.9954938964872846,0.6652542372881356,0.3994910941475827,0.7943631469089019,0.7059031035886366
32,0.1430443805658211,0.9964689265536724,0.9960393585327179,0.6652542372881356,0.3994910941475827,0.8945394035493205,0.8391696644198611
33,0.1382142498724429,0.9990583804143126,0.9989425383609892,0.7549435028248588,0.6335466587511774,0.9873865641825007,0.9767676333382691
34,0.1444443781946114,0.996939736346516,0.996561442515462,0.6666666666666666,0.4040319013853419,0.9667531152857284,0.9393739640791767
35,0.14268816432261422,0.996939736346516,0.9965638507818726,0.6673728813559322,0.40628930817610065,0.9476403558278912,0.9155724371464027
36,0.13800572888774837,0.9990583804143126,0.9989432770104292,0.6772598870056498,0.4370153580336706,0.9726925385435423,0.9557928462408782
37,0.13995174157192927,0.998352165725047,0.9981497658056238,0.7281073446327684,0.7270289689980898,0.9780563842081216,0.9475167011098498
38,0.14135620623770856,0.9967043314500942,0.996309159752961,0.8241525423728814,0.7679218718220276,0.9394725290476316,0.8974883862716071
