local_gnn,global_attn,lap_pe_dim,lap_pe_encoder,rwse_dim,rwse_encoder,out_dir,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,pr_auc_mean,pr_auc_std,roc_auc_mean,roc_auc_std,val_thr_mean,val_thr_std,val_thr_f1_mean,val_thr_f1_std
sage,performer,0,raw,0,raw,gps_artifacts/attn_tuned/performer\node_level\sage\20260207_145035_369969__performer__sage_performer_lap0_rwse0,0.9963276836158191,0.0037952058877244077,0.9958996385969164,0.00423125143803247,0.9999812903552548,2.2080324434422658e-05,0.9999905936735735,1.1100473771490266e-05,0.043333333333333335,0.012472191289246475,0.9926599244367497,0.006092583621015548
gin,performer,0,raw,0,raw,gps_artifacts/attn_tuned/performer\node_level\gin\20260207_145056_364574__performer__gin_performer_lap0_rwse0,0.9985875706214689,0.0010569653634954668,0.9984123601262361,0.0011880808922410144,0.9999145755844409,0.000100155905684692,0.999954312128786,5.414272713158333e-05,0.6033333333333334,0.271579740694249,0.9994714540388974,0.000747476866528814
gine,performer,0,raw,0,raw,gps_artifacts/attn_tuned/performer\node_level\gine\20260207_145117_868508__performer__gine_performer_lap0_rwse0,0.9494350282485876,0.04068581217489003,0.9416002731971211,0.04770478545859852,0.9634622008378947,0.03744657620043622,0.972550458222473,0.02710883731204612,0.31000000000000005,0.21275964529643931,0.9428448306378497,0.04771531556106271
gcn,performer,0,raw,0,raw,gps_artifacts/attn_tuned/performer\node_level\gcn\20260207_145132_279274__performer__gcn_performer_lap0_rwse0,0.9898305084745762,0.010874789014079195,0.9884935496469761,0.012327050089948388,0.9975684812515381,0.003390997338020871,0.9977784944502673,0.0031177443088956903,0.08666666666666667,0.036817870057290876,0.9920180297598303,0.009133663841139112
pna,performer,0,raw,0,raw,gps_artifacts/attn_tuned/performer\node_level\pna\20260207_145150_860739__performer__pna_performer_lap0_rwse0,0.9966101694915254,0.002421811892582255,0.9961807034444288,0.002736677808644526,0.9999460081626331,6.957463280539044e-05,0.9999741997903732,3.307290185261467e-05,0.38333333333333336,0.4289781139198388,0.997345751185625,0.0032091538134239412
transformerconv,performer,0,raw,0,raw,gps_artifacts/attn_tuned/performer\node_level\transformerconv\20260207_145232_273791__performer__transformerconv_performer_lap0_rwse0,0.9425141242937852,0.07447856765408002,0.9247014982410865,0.09886495773486076,0.9999994665727835,7.543800041785406e-07,0.9999997312478164,3.8007298296472373e-07,0.04,0.0,0.9187893836165518,0.10492640032324263
gatedgraph,performer,0,raw,0,raw,gps_artifacts/attn_tuned/performer\node_level\gatedgraph\20260207_145256_058547__performer__gatedgraph_performer_lap0_rwse0,0.901412429378531,0.08081737745186095,0.8948005929986503,0.08368566899053272,0.943367365992506,0.05721159502906357,0.9573226907468623,0.04482343290902205,0.6766666666666667,0.44312024954356977,0.8948228485323702,0.07077221779073614
