epoch,train_loss,val_accuracy,val_f1,val_roc_auc
1,0.7566160678863525,0.3,0.23076923076923078,0.42857142857142855
2,0.7024665832519531,0.3,0.23076923076923078,0.5238095238095237
3,0.6975374460220337,0.7,0.4117647058823529,0.38095238095238093
4,0.6931028842926026,0.7,0.4117647058823529,0.3333333333333333
5,0.6942397117614746,0.7,0.4117647058823529,0.2857142857142857
6,0.6951116800308228,0.7,0.4117647058823529,0.3333333333333333
7,0.6933301210403442,0.7,0.4117647058823529,0.3333333333333333
8,0.6936924934387207,0.7,0.4117647058823529,0.3333333333333333
9,0.6945032477378845,0.7,0.4117647058823529,0.23809523809523808
10,0.6934695482254029,0.7,0.4117647058823529,0.23809523809523808
11,0.6934691429138183,0.7,0.4117647058823529,0.2857142857142857
12,0.6941964983940124,0.7,0.4117647058823529,0.2857142857142857
13,0.693254542350769,0.7,0.4117647058823529,0.2857142857142857
14,0.6931395411491394,0.7,0.4117647058823529,0.2857142857142857
15,0.6939857721328735,0.7,0.4117647058823529,0.2857142857142857
