epoch,train_loss,val_accuracy,val_f1,val_roc_auc
1,0.7227993110815684,0.6666666666666666,0.4,0.3125
2,0.6860766112804413,0.6666666666666666,0.4,0.46875
3,0.6693547368049622,0.6666666666666666,0.4,0.4375
4,0.6926583250363668,0.3333333333333333,0.25,0.59375
5,0.7266354064146677,0.6666666666666666,0.4,0.5625
6,0.5759569108486176,0.6666666666666666,0.5555555555555556,0.59375
7,0.3364158769448598,0.6666666666666666,0.625,0.5625
8,0.1443690893550714,0.75,0.6210526315789473,0.5625
9,0.11992678232491016,0.75,0.6210526315789473,0.59375
10,0.029188455703357857,0.75,0.6210526315789473,0.625
11,0.010546100558713078,0.75,0.6210526315789473,0.625
12,0.004988069219204287,0.6666666666666666,0.5555555555555556,0.59375
13,0.0032799364998936653,0.75,0.6210526315789473,0.59375
14,0.001642291744550069,0.75,0.6210526315789473,0.625
15,0.0014829561308336754,0.75,0.6210526315789473,0.59375
16,0.001355453326444452,0.75,0.6210526315789473,0.59375
17,0.0011754216296443094,0.75,0.6210526315789473,0.59375
18,0.0009262464106238136,0.75,0.6210526315789473,0.625
19,0.0007797784928698093,0.75,0.6210526315789473,0.625
20,0.0007165971474023536,0.75,0.6210526315789473,0.625
21,0.0005393987570035582,0.75,0.6210526315789473,0.625
22,0.000427423602862594,0.75,0.6210526315789473,0.625
23,0.00041474222477215034,0.75,0.6210526315789473,0.625
24,0.0003956931492818209,0.75,0.6210526315789473,0.625
25,0.00030523814105739194,0.75,0.6210526315789473,0.625
26,0.00030393683967607404,0.75,0.6210526315789473,0.625
27,0.00028491398552432656,0.75,0.6210526315789473,0.625
28,0.00035714741291788715,0.75,0.6210526315789473,0.625
29,0.00026471443682870205,0.75,0.6210526315789473,0.625
30,0.00018728513411285044,0.75,0.6210526315789473,0.625
31,0.00027502805460244417,0.75,0.6210526315789473,0.625
32,0.0003087650669234184,0.75,0.6210526315789473,0.625
33,0.00030363910385252285,0.75,0.6210526315789473,0.625
34,0.00017838235604964817,0.75,0.6210526315789473,0.625
35,0.00019864567002514377,0.75,0.6210526315789473,0.625
36,0.0003183278822689317,0.75,0.6210526315789473,0.625
37,0.00026728933638272184,0.75,0.6210526315789473,0.625
