local_gnn,global_attn,lap_pe_dim,lap_pe_encoder,rwse_dim,rwse_encoder,out_dir,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,pr_auc_mean,pr_auc_std,roc_auc_mean,roc_auc_std,val_thr_mean,val_thr_std,val_thr_f1_mean,val_thr_f1_std
sage,none,0,raw,0,raw,gps_artifacts/attn_tuned/none\node_level\sage\20260207_144846_286734__none__sage_none_lap0_rwse0,0.9988700564971751,0.0013098331208327397,0.9987290800226841,0.001473934795640364,0.9999994665727835,7.543800040738678e-07,0.9999997312478164,3.8007298296472373e-07,0.25333333333333335,0.19737161790783284,0.9994708982846792,0.0007482628216815924
gin,none,0,raw,0,raw,gps_artifacts/attn_tuned/none\node_level\gin\20260207_144855_674558__none__gin_none_lap0_rwse0,0.9990112994350282,0.0011121480048039319,0.9988889020986038,0.0012502359355830318,0.9999919998225226,1.131395948989428e-05,0.9999959687172458,5.701094744706371e-06,0.23666666666666666,0.15062831370260008,1.0,0.0
gine,none,0,raw,0,raw,gps_artifacts/attn_tuned/none\node_level\gine\20260207_144905_313513__none__gine_none_lap0_rwse0,0.9451977401129944,0.05480080375489911,0.937540086075745,0.06287947883354503,0.96181818180825,0.05091456619615255,0.9712255099572684,0.03897943468413559,0.5333333333333333,0.2582419193099542,0.9434776894757998,0.06101523118320779
gcn,none,0,raw,0,raw,gps_artifacts/attn_tuned/none\node_level\gcn\20260207_144912_956267__none__gcn_none_lap0_rwse0,0.9971751412429378,0.003994953566025681,0.9968104634099335,0.004510685903357158,0.9999330660400352,9.465891396553543e-05,0.9999664059770486,4.750912287257925e-05,0.3433333333333333,0.18571184369578828,0.9986765476961555,0.0018716441972507951
pna,none,0,raw,0,raw,gps_artifacts/attn_tuned/none\node_level\pna\20260207_144922_975722__none__pna_none_lap0_rwse0,0.7748587570621469,0.3097146207175059,0.7468599309160147,0.3482516228673254,0.9986221878934055,0.001007668051676949,0.9993572791528931,0.0003968811463759429,0.6166666666666667,0.26411277052720405,0.7481486950157082,0.3483225621002198
transformerconv,none,0,raw,0,raw,gps_artifacts/attn_tuned/none\node_level\transformerconv\20260207_144955_664890__none__transformerconv_none_lap0_rwse0,0.9967514124293785,0.0025028312354052956,0.9963473692454259,0.0028159456122140007,0.9996143356866618,0.0005275617402808622,0.9995326399526996,0.0006518414544505849,0.5566666666666666,0.3340991203553554,0.9986765432618795,0.0013506491782673323
gatedgraph,none,0,raw,0,raw,gps_artifacts/attn_tuned/none\node_level\gatedgraph\20260207_145012_182005__none__gatedgraph_none_lap0_rwse0,0.963276836158192,0.028697701044884723,0.9582994531334722,0.03289140461630494,0.9772756325045467,0.021856811622536738,0.9833795587089145,0.01677398745171428,0.4666666666666666,0.36334862353148145,0.9563095484923011,0.034968831582811236
