epoch,train_loss,lr,val_accuracy,val_f1,val_roc_auc,val_selection
1,0.7200036744276682,5.9999999999999995e-05,0.5,0.4375,0.40625,0.40625
2,0.6561426122983297,8.999999999999999e-05,0.5,0.4857142857142857,0.4375,0.4375
3,0.5403624872366587,0.00011999999999999999,0.4166666666666667,0.4125874125874126,0.5625,0.5625
4,0.422730416059494,0.00015,0.4166666666666667,0.4125874125874126,0.5625,0.5625
5,0.33585719764232635,0.00017999999999999998,0.5833333333333334,0.5804195804195804,0.65625,0.65625
6,0.1914854422211647,0.00020999999999999998,0.75,0.7333333333333334,0.65625,0.65625
7,0.18270140141248703,0.00023999999999999998,0.6666666666666666,0.6571428571428571,0.71875,0.71875
8,0.09787248261272907,0.00027,0.6666666666666666,0.6571428571428571,0.71875,0.71875
9,0.054501459623376526,0.0003,0.6666666666666666,0.6571428571428571,0.6875,0.6875
10,0.027391627120474975,0.00029994086796008743,0.6666666666666666,0.6571428571428571,0.65625,0.65625
11,0.06909331725910306,0.00029976352006928965,0.5833333333333334,0.5804195804195804,0.6875,0.6875
12,0.03815785019348065,0.0002994681009750902,0.5833333333333334,0.5804195804195804,0.6875,0.6875
13,0.07030661186824243,0.0002990548516255397,0.6666666666666666,0.6571428571428571,0.71875,0.71875
14,0.03479266546977063,0.00029852410907273526,0.8333333333333334,0.8125,0.75,0.75
15,0.08774990883345406,0.00029787630619791547,0.8333333333333334,0.8125,0.78125,0.78125
16,0.07803785831977923,0.000297111971358397,0.75,0.7333333333333334,0.71875,0.71875
17,0.25661733001470566,0.0002962317279566383,0.8333333333333334,0.8125,0.75,0.75
18,0.06889931267748277,0.0002952362939317838,0.75,0.6210526315789473,0.75,0.75
19,0.10684702452272177,0.0002941264811741021,0.8333333333333334,0.8125,0.78125,0.78125
20,0.20647775133450827,0.00029290319486279724,0.8333333333333334,0.8125,0.78125,0.78125
21,0.0615850108054777,0.00029156743272773104,0.6666666666666666,0.625,0.71875,0.71875
22,0.016374037756274145,0.00029012028423566056,0.5833333333333334,0.5555555555555556,0.65625,0.65625
23,0.013911279073605934,0.00028856292970165325,0.5833333333333334,0.5555555555555556,0.65625,0.65625
24,0.0164896158191065,0.00028689663932640516,0.5833333333333334,0.5555555555555556,0.65625,0.65625
25,0.07255312319224079,0.00028512277216024694,0.8333333333333334,0.8125,0.71875,0.71875
26,0.012880277664711079,0.000283242774994683,0.8333333333333334,0.8125,0.78125,0.78125
27,0.10596984500686328,0.00028125818118236766,0.75,0.7333333333333334,0.8125,0.8125
28,0.011199557455256581,0.0002791706093864804,0.75,0.7333333333333334,0.75,0.75
29,0.09942374238744378,0.00027698176226052123,0.75,0.7333333333333334,0.78125,0.78125
30,0.013943904545158148,0.0002746934250596022,0.75,0.7333333333333334,0.75,0.75
31,0.006800138081113498,0.00027230746418436733,0.75,0.7333333333333334,0.75,0.75
32,0.040215947199612856,0.0002698258256587299,0.75,0.7333333333333334,0.75,0.75
33,0.020116775607069332,0.000267250533542667,0.75,0.7333333333333334,0.75,0.75
34,0.0201010872842744,0.00026458368828136743,0.6666666666666666,0.6571428571428571,0.75,0.75
35,0.007754383880334596,0.00026182746499207865,0.6666666666666666,0.6571428571428571,0.78125,0.78125
36,0.0039536139617363615,0.00025898411169004965,0.6666666666666666,0.6571428571428571,0.78125,0.78125
37,0.006009272260901828,0.00025605594745501753,0.6666666666666666,0.6571428571428571,0.8125,0.8125
38,0.032522845159595214,0.0002530453605397328,0.6666666666666666,0.6571428571428571,0.75,0.75
39,0.12356745218858123,0.00024995480642206637,0.75,0.7333333333333334,0.8125,0.8125
40,0.03242507732162873,0.0002467868058022862,0.75,0.7333333333333334,0.8125,0.8125
41,0.015914890682324767,0.00024354394254713852,0.75,0.7333333333333334,0.8125,0.8125
42,0.022004167006040614,0.00024022886158240857,0.75,0.7333333333333334,0.8125,0.8125
43,0.10431750840507448,0.00023684426673568155,0.75,0.7333333333333334,0.75,0.75
44,0.030175842888032395,0.00023339291853106164,0.75,0.7333333333333334,0.75,0.75
45,0.10396287380717695,0.00022987763193764947,0.75,0.7333333333333334,0.75,0.75
46,0.1530821320678418,0.00022630127407361256,0.75,0.7333333333333334,0.75,0.75
47,0.016040802157173555,0.00022266676186772266,0.6666666666666666,0.625,0.6875,0.6875
48,0.030710421813031036,0.00021897705968026705,0.6666666666666666,0.625,0.6875,0.6875
49,0.12138265619675319,0.00021523517688527353,0.6666666666666666,0.625,0.65625,0.65625
50,0.0068041083092490835,0.00021144416541602176,0.6666666666666666,0.625,0.65625,0.65625
51,0.011264776345342398,0.0002076071172758429,0.6666666666666666,0.625,0.65625,0.65625
52,0.01124408922623843,0.00020372716201623732,0.6666666666666666,0.625,0.6875,0.6875
53,0.004482493580629428,0.00019980746418436736,0.6666666666666666,0.625,0.6875,0.6875
54,0.016266961038733523,0.0001958512207420073,0.6666666666666666,0.625,0.71875,0.71875
55,0.00911224662559107,0.00019186165845805562,0.6666666666666666,0.625,0.6875,0.6875
56,0.11707748445527007,0.00018784203127673583,0.75,0.7333333333333334,0.6875,0.6875
57,0.04391968091173718,0.00018379561766363307,0.75,0.7333333333333334,0.6875,0.6875
