epoch,train_loss,lr,val_accuracy,val_f1,val_roc_auc,val_selection
1,0.6941309968630472,5.9999999999999995e-05,0.75,0.6974789915966386,0.65625,0.65625
2,0.6194071173667908,8.999999999999999e-05,0.6666666666666666,0.625,0.71875,0.71875
3,0.5658010045687357,0.00011999999999999999,0.5833333333333334,0.5555555555555556,0.71875,0.71875
4,0.436890572309494,0.00015,0.75,0.6974789915966386,0.71875,0.71875
5,0.34999274214108783,0.00017999999999999998,0.6666666666666666,0.625,0.6875,0.6875
6,0.2605762630701065,0.00020999999999999998,0.8333333333333334,0.7777777777777777,0.6875,0.6875
7,0.1787558508416017,0.00023999999999999998,0.6666666666666666,0.625,0.6875,0.6875
8,0.10049740721782048,0.00027,0.6666666666666666,0.625,0.6875,0.6875
9,0.05106925219297409,0.0003,0.5833333333333334,0.5555555555555556,0.6875,0.6875
10,0.036289820447564125,0.00029994086796008743,0.8333333333333334,0.7777777777777777,0.6875,0.6875
11,0.12256761981795232,0.00029976352006928965,0.5833333333333334,0.5555555555555556,0.6875,0.6875
12,0.27922653624167043,0.0002994681009750902,0.5833333333333334,0.5555555555555556,0.625,0.625
13,0.1888984851539135,0.0002990548516255397,0.75,0.6210526315789473,0.6875,0.6875
14,0.14477380799750486,0.00029852410907273526,0.75,0.6210526315789473,0.71875,0.71875
15,0.11671734259774287,0.00029787630619791547,0.8333333333333334,0.7777777777777777,0.6875,0.6875
16,0.06202420157690843,0.000297111971358397,0.75,0.6974789915966386,0.78125,0.78125
17,0.03762597776949406,0.0002962317279566383,0.6666666666666666,0.625,0.71875,0.71875
18,0.04123101787020763,0.0002952362939317838,0.5,0.4857142857142857,0.6875,0.6875
19,0.0403502993285656,0.0002941264811741021,0.5833333333333334,0.5555555555555556,0.6875,0.6875
20,0.12989494126910964,0.00029290319486279724,0.8333333333333334,0.7777777777777777,0.6875,0.6875
21,0.04393092760195335,0.00029156743272773104,0.8333333333333334,0.7777777777777777,0.6875,0.6875
22,0.017544105105722945,0.00029012028423566056,0.8333333333333334,0.7777777777777777,0.6875,0.6875
23,0.04145188156204919,0.00028856292970165325,0.8333333333333334,0.7777777777777777,0.6875,0.6875
24,0.015081999124959111,0.00028689663932640516,0.8333333333333334,0.7777777777777777,0.6875,0.6875
25,0.11615022442614038,0.00028512277216024694,0.6666666666666666,0.625,0.6875,0.6875
26,0.08365134941413999,0.000283242774994683,0.8333333333333334,0.8125,0.8125,0.8125
27,0.008597715214515725,0.00028125818118236766,0.8333333333333334,0.8125,0.875,0.875
28,0.25441728097697097,0.0002791706093864804,0.75,0.7333333333333334,0.8125,0.8125
29,0.1262863826317092,0.00027698176226052123,0.6666666666666666,0.6571428571428571,0.84375,0.84375
30,0.03974545933306217,0.0002746934250596022,0.8333333333333334,0.8125,0.78125,0.78125
31,0.046282122222085796,0.00027230746418436733,0.8333333333333334,0.8125,0.78125,0.78125
32,0.036094753071665764,0.0002698258256587299,0.8333333333333334,0.8125,0.8125,0.8125
33,0.11885799250255029,0.000267250533542667,0.75,0.6974789915966386,0.78125,0.78125
34,0.15299900124470392,0.00026458368828136743,0.5,0.4857142857142857,0.65625,0.65625
35,0.10663557487229507,0.00026182746499207865,0.5833333333333334,0.5555555555555556,0.65625,0.65625
36,0.061619313433766365,0.00025898411169004965,0.75,0.6974789915966386,0.71875,0.71875
37,0.07371239286536972,0.00025605594745501753,0.6666666666666666,0.625,0.6875,0.6875
38,0.01589777460321784,0.0002530453605397328,0.6666666666666666,0.625,0.71875,0.71875
39,0.05006965327387055,0.00024995480642206637,0.6666666666666666,0.625,0.6875,0.6875
40,0.019457537215203047,0.0002467868058022862,0.6666666666666666,0.625,0.6875,0.6875
41,0.005900900927372277,0.00024354394254713852,0.6666666666666666,0.625,0.6875,0.6875
42,0.00930487085133791,0.00024022886158240857,0.6666666666666666,0.625,0.6875,0.6875
43,0.07857433403842151,0.00023684426673568155,0.6666666666666666,0.5555555555555556,0.71875,0.71875
44,0.011518960042546192,0.00023339291853106164,0.75,0.6210526315789473,0.71875,0.71875
45,0.009836711746174842,0.00022987763193764947,0.6666666666666666,0.5555555555555556,0.75,0.75
46,0.20579885955279073,0.00022630127407361256,0.75,0.6974789915966386,0.78125,0.78125
47,0.04206796921789646,0.00022266676186772266,0.75,0.7333333333333334,0.75,0.75
48,0.029160424911727507,0.00021897705968026705,0.75,0.6974789915966386,0.75,0.75
49,0.011757477186620235,0.00021523517688527353,0.6666666666666666,0.5555555555555556,0.75,0.75
50,0.005743268644437194,0.00021144416541602176,0.6666666666666666,0.5555555555555556,0.71875,0.71875
51,0.009317923531246683,0.0002076071172758429,0.6666666666666666,0.5555555555555556,0.6875,0.6875
52,0.023988286886985104,0.00020372716201623732,0.75,0.6974789915966386,0.6875,0.6875
53,0.024679494129183393,0.00019980746418436736,0.75,0.6974789915966386,0.71875,0.71875
54,0.005408909133014579,0.0001958512207420073,0.6666666666666666,0.625,0.71875,0.71875
55,0.00579040093968312,0.00019186165845805562,0.5833333333333334,0.5555555555555556,0.71875,0.71875
56,0.004549247852992266,0.00018784203127673583,0.6666666666666666,0.625,0.71875,0.71875
57,0.0029267885256558657,0.00018379561766363307,0.6666666666666666,0.625,0.65625,0.65625
