epoch,train_loss,lr,val_accuracy,val_f1,val_roc_auc,val_selection
1,0.642149289449056,5.9999999999999995e-05,0.6666666666666666,0.4,0.5625,0.5625
2,0.5570304642120997,8.999999999999999e-05,0.6666666666666666,0.5555555555555556,0.71875,0.71875
3,0.4810766726732254,0.00011999999999999999,0.6666666666666666,0.625,0.8125,0.8125
4,0.3743719160556793,0.00015,0.75,0.7333333333333334,0.875,0.875
5,0.2845146159331004,0.00017999999999999998,0.75,0.7333333333333334,0.90625,0.90625
6,0.17465239514907202,0.00020999999999999998,0.75,0.7333333333333334,0.90625,0.90625
7,0.11529846737782161,0.00023999999999999998,0.75,0.7482517482517483,0.9375,0.9375
8,0.11090656307836373,0.00027,0.75,0.7333333333333334,0.75,0.75
9,0.04943163196245829,0.0003,0.75,0.6974789915966386,0.625,0.625
10,0.10567195465167363,0.00029994086796008743,0.75,0.7333333333333334,0.8125,0.8125
11,0.08704285603016615,0.00029976352006928965,0.75,0.7333333333333334,0.8125,0.8125
12,0.031119672271112602,0.0002994681009750902,0.75,0.7333333333333334,0.75,0.75
13,0.15849367389455438,0.0002990548516255397,0.75,0.7333333333333334,0.84375,0.84375
14,0.02147875539958477,0.00029852410907273526,0.75,0.7333333333333334,0.8125,0.8125
15,0.12385380888978641,0.00029787630619791547,0.75,0.6974789915966386,0.84375,0.84375
16,0.06758143302674095,0.000297111971358397,0.8333333333333334,0.8125,0.8125,0.8125
17,0.06708704276631276,0.0002962317279566383,0.75,0.7333333333333334,0.8125,0.8125
18,0.1596654128904144,0.0002952362939317838,0.8333333333333334,0.8125,0.8125,0.8125
19,0.021862129137540858,0.0002941264811741021,0.9166666666666666,0.8991596638655461,0.84375,0.84375
20,0.04210848749304811,0.00029290319486279724,0.75,0.7333333333333334,0.875,0.875
21,0.030212383562078077,0.00029156743272773104,0.8333333333333334,0.8285714285714285,0.9375,0.9375
22,0.05901210460190972,0.00029012028423566056,0.8333333333333334,0.8285714285714285,0.9375,0.9375
23,0.009338018794854483,0.00028856292970165325,0.8333333333333334,0.8125,0.8125,0.8125
24,0.08946616443184514,0.00028689663932640516,0.8333333333333334,0.8125,0.84375,0.84375
25,0.04493053047917783,0.00028512277216024694,0.75,0.6974789915966386,0.8125,0.8125
26,0.22228927118703723,0.000283242774994683,0.75,0.6210526315789473,0.84375,0.84375
27,0.04709026341636976,0.00028125818118236766,0.75,0.6210526315789473,0.78125,0.78125
28,0.04577497253194451,0.0002791706093864804,0.75,0.6210526315789473,0.8125,0.8125
29,0.019037071305016678,0.00027698176226052123,0.6666666666666666,0.625,0.8125,0.8125
30,0.08693856823568542,0.0002746934250596022,0.6666666666666666,0.5555555555555556,0.75,0.75
31,0.038739993081738554,0.00027230746418436733,0.6666666666666666,0.5555555555555556,0.75,0.75
32,0.01388328398267428,0.0002698258256587299,0.75,0.6974789915966386,0.75,0.75
33,0.14238481456413865,0.000267250533542667,0.6666666666666666,0.5555555555555556,0.65625,0.65625
34,0.08438424207270145,0.00026458368828136743,0.6666666666666666,0.5555555555555556,0.625,0.625
35,0.04391020551944772,0.00026182746499207865,0.6666666666666666,0.625,0.78125,0.78125
36,0.017618381961559255,0.00025898411169004965,0.6666666666666666,0.625,0.78125,0.78125
37,0.0180465307397147,0.00025605594745501753,0.6666666666666666,0.625,0.78125,0.78125
