accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,pr_auc_mean,pr_auc_std,roc_auc_mean,roc_auc_std,val_thr_mean,val_thr_std,val_thr_f1_mean,val_thr_f1_std
0.527260,0.119915,0.415418,0.015894,0.339018,0.001354,0.505571,0.002314,0.520000,0.010000,0.429861,0.017688
