epoch,train_loss,lr,val_accuracy,val_f1,val_roc_auc,val_selection
1,0.7220299541950226,0.0002,0.3333333333333333,0.25,0.625,0.625
2,0.6187316874663035,0.0003,0.4166666666666667,0.4125874125874126,0.5625,0.5625
3,0.42496507863203686,0.0004,0.6666666666666666,0.625,0.65625,0.65625
4,0.3823058307170868,0.0005,0.6666666666666666,0.625,0.75,0.75
5,0.32523620625336963,0.0006,0.75,0.7333333333333334,0.9375,0.9375
6,0.14217648034294447,0.0007,0.75,0.7333333333333334,0.78125,0.78125
7,0.07262102949122588,0.0008,0.75,0.7333333333333334,0.90625,0.90625
8,0.19987795936564604,0.0009000000000000001,0.8333333333333334,0.8125,0.875,0.875
9,0.18146554194390774,0.001,0.75,0.7333333333333334,0.6875,0.6875
10,0.19178911671042442,0.0009997981354499536,0.8333333333333334,0.7777777777777777,0.78125,0.78125
11,0.32910980222125846,0.000999192706443437,0.8333333333333334,0.7777777777777777,0.75,0.75
12,0.2705560773611069,0.0009981842067770322,0.6666666666666666,0.6666666666666666,0.8125,0.8125
13,0.12961453385651112,0.0009967734589975323,0.75,0.6974789915966386,0.78125,0.78125
14,0.15686195467909178,0.0009949616137310618,0.8333333333333334,0.7777777777777777,0.75,0.75
15,0.0869790952031811,0.000992750148744608,0.75,0.6210526315789473,0.8125,0.8125
16,0.02644236960137884,0.0009901408677407348,0.6666666666666666,0.5555555555555556,0.78125,0.78125
17,0.1867044996470213,0.0009871358988864552,0.6666666666666666,0.625,0.78125,0.78125
18,0.10079701306919257,0.0009837376930774688,0.6666666666666666,0.625,0.75,0.75
19,0.021975962755580742,0.0009799490219391763,0.8333333333333334,0.8125,0.84375,0.84375
20,0.043844327641030155,0.0009757729755661011,0.75,0.6974789915966386,0.78125,0.78125
21,0.01666804705746472,0.0009712129600015647,0.75,0.6974789915966386,0.8125,0.8125
22,0.01162342366296798,0.0009662726944596689,0.75,0.6974789915966386,0.8125,0.8125
23,0.006779020729785164,0.0009609562082918508,0.8333333333333334,0.7777777777777777,0.8125,0.8125
24,0.00341965122303615,0.0009552678377004867,0.8333333333333334,0.7777777777777777,0.8125,0.8125
25,0.022073119102666777,0.0009492122222022224,0.8333333333333334,0.7777777777777777,0.8125,0.8125
26,0.13250576516535753,0.0009427943008439181,0.6666666666666666,0.625,0.625,0.625
27,0.10526377940550447,0.0009360193081742898,0.75,0.6974789915966386,0.65625,0.65625
28,0.03360044754420718,0.0009288927699745367,0.6666666666666666,0.625,0.75,0.75
29,0.09507636093379308,0.0009214204987514347,0.8333333333333334,0.8125,0.84375,0.84375
30,0.6925173516695698,0.0009136085889965731,0.9166666666666666,0.8991596638655461,0.84375,0.84375
31,0.07637897847841184,0.000905463412215599,0.75,0.6210526315789473,0.84375,0.84375
32,0.054168508077661194,0.0008969916117315263,0.75,0.6210526315789473,0.84375,0.84375
33,0.042808725809057556,0.0008882000972663459,0.75,0.6210526315789473,0.78125,0.78125
34,0.07238447930042942,0.0008790960393053579,0.75,0.6210526315789473,0.71875,0.71875
35,0.025259418568263452,0.0008696868632488205,0.6666666666666666,0.5555555555555556,0.71875,0.71875
