accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,pr_auc_mean,pr_auc_std,roc_auc_mean,roc_auc_std,val_thr_mean,val_thr_std,val_thr_f1_mean,val_thr_f1_std
0.989831,0.010875,0.988494,0.012327,0.997568,0.003391,0.997778,0.003118,0.086667,0.036818,0.992018,0.009134
