epoch,train_loss,val_accuracy,val_f1,val_roc_auc,val_selection
1,0.5554504344860712,0.6666666666666666,0.6571428571428571,0.75,0.75
2,0.6403966024518013,0.6666666666666666,0.4,0.5625,0.5625
3,0.35326601813236874,0.6666666666666666,0.625,0.6875,0.6875
4,0.3333442136645317,0.75,0.7333333333333334,0.75,0.75
5,0.20167051131526628,0.6666666666666666,0.6571428571428571,0.78125,0.78125
6,0.22274212601284185,0.8333333333333334,0.7777777777777777,0.8125,0.8125
7,0.13073432072997093,0.8333333333333334,0.7777777777777777,0.9375,0.9375
8,0.03651482177277406,0.8333333333333334,0.8125,0.9375,0.9375
9,0.038619431046148144,0.6666666666666666,0.6571428571428571,0.8125,0.8125
10,0.04808616157000264,0.6666666666666666,0.6571428571428571,0.78125,0.78125
11,0.11556949807951848,0.75,0.6210526315789473,0.65625,0.65625
12,0.3342241174541414,0.8333333333333334,0.7777777777777777,0.9375,0.9375
13,0.2763551138341427,0.75,0.6974789915966386,0.875,0.875
14,0.1379286888986826,0.9166666666666666,0.8991596638655461,0.90625,0.90625
15,0.08647531767686208,0.9166666666666666,0.8991596638655461,0.875,0.875
16,0.046122695319354534,0.8333333333333334,0.8125,0.8125,0.8125
17,0.08449609205126762,0.6666666666666666,0.6571428571428571,0.78125,0.78125
18,0.14493498050918183,0.5833333333333334,0.5804195804195804,0.71875,0.71875
19,0.06731065486868222,0.6666666666666666,0.6571428571428571,0.75,0.75
20,0.11983222685133417,0.75,0.6974789915966386,0.75,0.75
21,0.3735208483412862,0.75,0.7333333333333334,0.71875,0.71875
22,0.2614334486424923,0.6666666666666666,0.6571428571428571,0.71875,0.71875
23,0.0571704829732577,0.75,0.7333333333333334,0.65625,0.65625
24,0.0722501411413153,0.75,0.7333333333333334,0.65625,0.65625
25,0.019379494556536276,0.75,0.7333333333333334,0.71875,0.71875
26,0.10032289661467075,0.6666666666666666,0.6571428571428571,0.71875,0.71875
27,0.014208834152668715,0.5833333333333334,0.5555555555555556,0.6875,0.6875
