epoch,train_loss,val_accuracy,val_f1,val_roc_auc
1,0.7382603764533997,0.7,0.4117647058823529,0.33333333333333337
2,0.7299580812454224,0.3,0.23076923076923078,0.6190476190476191
3,0.6988730907440186,0.7,0.4117647058823529,0.2857142857142857
4,0.7042116403579712,0.7,0.4117647058823529,0.38095238095238093
5,0.6923793077468872,0.7,0.4117647058823529,0.38095238095238093
6,0.6924752354621887,0.7,0.4117647058823529,0.2857142857142857
7,0.7062212467193604,0.7,0.4117647058823529,0.2380952380952381
8,0.6988239645957947,0.7,0.4117647058823529,0.2380952380952381
9,0.6947304964065552,0.7,0.4117647058823529,0.2380952380952381
10,0.6962806463241578,0.3,0.23076923076923078,0.2857142857142857
11,0.7021638870239257,0.3,0.23076923076923078,0.33333333333333337
12,0.6980924010276794,0.7,0.4117647058823529,0.38095238095238093
13,0.7108112692832946,0.7,0.4117647058823529,0.3333333333333333
