local_gnn,global_attn,lap_pe_dim,lap_pe_encoder,rwse_dim,rwse_encoder,out_dir,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,roc_auc_mean,roc_auc_std
sage,none,8,raw,8,linear,gps_artifacts/gnn_baseline_stability_20260207\p1_balanced_no_cw\graph_level\sage\20260207_191637_114282__none__sage_none_lap8_rwse8,0.6399999999999999,0.10832051206181281,0.613796742473213,0.08948775108428235,0.6077037037037037,0.0902690385133737
gcn,none,8,raw,8,linear,gps_artifacts/gnn_baseline_stability_20260207\p1_balanced_no_cw\graph_level\gcn\20260207_191652_661274__none__gcn_none_lap8_rwse8,0.52,0.12927146286443542,0.46148205659075214,0.07490858963532904,0.6228148148148148,0.12138333885665294
pna,none,8,raw,8,linear,gps_artifacts/gnn_baseline_stability_20260207\p1_balanced_no_cw\graph_level\pna\20260207_191709_703076__none__pna_none_lap8_rwse8,0.6399999999999999,0.03265986323710904,0.425,0.0632455532033676,0.5634074074074074,0.10627252282865797
gin,none,8,raw,8,linear,gps_artifacts/gnn_baseline_stability_20260207\p1_balanced_no_cw\graph_level\gin\20260207_191741_374445__none__gin_none_lap8_rwse8,0.7066666666666667,0.05333333333333336,0.5935276630161541,0.10795769645291953,0.7343703703703705,0.17841097113902754
gine,none,8,raw,8,linear,gps_artifacts/gnn_baseline_stability_20260207\p1_balanced_no_cw\graph_level\gine\20260207_191757_886817__none__gine_none_lap8_rwse8,0.5333333333333333,0.09428090415820632,0.46939172701186427,0.07020121110743262,0.5718518518518518,0.09899688928340877
gatedgraph,none,8,raw,8,linear,gps_artifacts/gnn_baseline_stability_20260207\p1_balanced_no_cw\graph_level\gatedgraph\20260207_191818_439831__none__gatedgraph_none_lap8_rwse8,0.6399999999999999,0.07999999999999999,0.607649236728184,0.06923054266662343,0.624,0.08522910301065006
