epoch,train_loss,val_accuracy,val_f1,val_roc_auc
1,0.7686702211697897,0.6666666666666666,0.4,0.8125
2,0.7328466872374216,0.3333333333333333,0.25,0.90625
3,0.6897032956282297,0.6666666666666666,0.4,0.40625
4,0.7517699400583903,0.6666666666666666,0.4,0.65625
5,0.7520041565100352,0.3333333333333333,0.25,0.875
6,0.7243463198343912,0.6666666666666666,0.4,0.90625
7,0.6698592007160187,0.6666666666666666,0.4,0.875
8,0.6654630899429321,0.6666666666666666,0.4,0.78125
9,0.6967356204986572,0.6666666666666666,0.4,0.71875
10,0.5944976309935252,0.6666666666666666,0.625,0.75
11,0.38447494556506473,0.75,0.6210526315789473,0.84375
12,0.2468293383717537,0.5833333333333334,0.5804195804195804,0.8125
13,0.2092068096001943,0.75,0.6210526315789473,0.5625
14,0.20771257455150285,0.5833333333333334,0.5804195804195804,0.625
15,0.2229152973741293,0.6666666666666666,0.5555555555555556,0.375
16,0.08923464640974998,0.25,0.2,0.4375
17,0.07958832817773025,0.75,0.6210526315789473,0.53125
18,0.021437885394940775,0.75,0.6210526315789473,0.71875
19,0.030525239029278357,0.5833333333333334,0.4957983193277311,0.46875
20,0.030112427348891895,0.75,0.6210526315789473,0.71875
21,0.004476834321394563,0.75,0.6210526315789473,0.8125
22,0.0045331454603001475,0.75,0.6210526315789473,0.78125
23,0.004153969076772531,0.75,0.6210526315789473,0.75
24,0.0028529420184592405,0.75,0.6210526315789473,0.75
25,0.002698961722974976,0.75,0.6210526315789473,0.75
26,0.001791006497417887,0.75,0.6210526315789473,0.75
27,0.0020703799673356116,0.75,0.6210526315789473,0.75
28,0.0017821824876591563,0.75,0.6210526315789473,0.71875
29,0.0017812575873297949,0.75,0.6210526315789473,0.71875
30,0.0013429405613957595,0.75,0.6210526315789473,0.71875
31,0.0013718739113149543,0.75,0.6210526315789473,0.6875
32,0.0010407141235191375,0.75,0.6210526315789473,0.65625
33,0.0011561421561054885,0.75,0.6210526315789473,0.65625
34,0.0009572900210817655,0.75,0.6210526315789473,0.65625
35,0.0009652068935489903,0.75,0.6210526315789473,0.6875
36,0.0009004470290771375,0.75,0.6210526315789473,0.71875
37,0.0007208302122307941,0.75,0.6210526315789473,0.71875
38,0.0007741687392505506,0.75,0.6210526315789473,0.71875
39,0.00091663440495419,0.75,0.6210526315789473,0.71875
40,0.0010967009875457734,0.75,0.6210526315789473,0.71875
