epoch,train_loss,val_accuracy,val_f1,val_roc_auc
1,0.7385154962539673,0.7,0.4117647058823529,0.9047619047619048
2,0.8473281860351562,0.7,0.4117647058823529,0.8571428571428571
3,0.7712075352668762,0.7,0.4117647058823529,0.8571428571428571
4,0.7556117296218872,0.7,0.4117647058823529,0.6190476190476191
5,0.7263607978820801,0.7,0.4117647058823529,0.6190476190476191
6,0.6874284625053406,0.3,0.23076923076923078,0.6190476190476191
7,0.6958186149597168,0.3,0.23076923076923078,0.8571428571428571
8,0.7894742727279663,0.7,0.4117647058823529,0.4761904761904762
9,0.7145753502845764,0.7,0.4117647058823529,0.7619047619047619
10,0.796359634399414,0.7,0.4117647058823529,0.5238095238095237
11,0.7692329168319703,0.7,0.4117647058823529,0.8571428571428571
12,0.7101622700691224,0.4,0.4,0.7142857142857143
13,0.6782090783119201,0.3,0.23076923076923078,0.6190476190476191
