accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,roc_auc_mean,roc_auc_std,val_thr_mean,val_thr_std,val_thr_f1_mean,val_thr_f1_std
0.626667,0.067987,0.559702,0.064449,0.583704,0.083560,0.360000,0.259461,0.907600,0.054659
