epoch,train_loss,val_accuracy,val_f1,val_roc_auc,val_selection
1,0.5320931176344553,0.6666666666666666,0.625,0.5625,0.5625
2,0.41733110944430035,0.5833333333333334,0.5804195804195804,0.65625,0.65625
3,0.2564649408062299,0.6666666666666666,0.6571428571428571,0.75,0.75
4,0.08719719635943572,0.6666666666666666,0.625,0.6875,0.6875
5,0.03566896667083105,0.5833333333333334,0.3684210526315789,0.65625,0.65625
6,0.07605452152589957,0.5833333333333334,0.3684210526315789,0.59375,0.59375
7,0.2003403736744076,0.5833333333333334,0.5555555555555556,0.65625,0.65625
8,0.26747563388198614,0.6666666666666666,0.5555555555555556,0.53125,0.53125
9,0.43018382632484037,0.6666666666666666,0.4,0.59375,0.59375
10,0.03129941768323382,0.6666666666666666,0.4,0.8125,0.8125
11,0.48378552310168743,0.8333333333333334,0.8125,0.9375,0.9375
12,0.16822344064712524,0.75,0.7482517482517483,0.9375,0.9375
13,0.127355615918835,0.75,0.6974789915966386,0.90625,0.90625
14,0.10247440543025732,0.75,0.6974789915966386,0.90625,0.90625
15,0.22031496713558832,0.6666666666666666,0.5555555555555556,0.8125,0.8125
16,0.04573654259244601,0.6666666666666666,0.5555555555555556,0.75,0.75
17,0.2670047916471958,0.75,0.6974789915966386,0.78125,0.78125
18,0.25800169073045254,0.6666666666666666,0.5555555555555556,0.75,0.75
19,0.08688835830738147,0.6666666666666666,0.5555555555555556,0.78125,0.78125
20,0.08954971097409725,0.75,0.6974789915966386,0.875,0.875
21,0.0459937114889423,0.6666666666666666,0.5555555555555556,0.78125,0.78125
22,0.026051194096604984,0.6666666666666666,0.5555555555555556,0.71875,0.71875
23,0.03749377435694138,0.6666666666666666,0.5555555555555556,0.625,0.625
24,0.11038308947657545,0.75,0.6974789915966386,0.65625,0.65625
25,0.08143731827537219,0.5833333333333334,0.4957983193277311,0.6875,0.6875
26,0.07107696759824951,0.6666666666666666,0.5555555555555556,0.59375,0.59375
27,0.31591398268938065,0.75,0.6210526315789473,0.625,0.625
28,0.032818021796022855,0.75,0.6210526315789473,0.8125,0.8125
29,0.0862675531146427,0.75,0.6210526315789473,0.71875,0.71875
30,0.40460541859890026,0.6666666666666666,0.6571428571428571,0.71875,0.71875
31,0.2285335996809105,0.5833333333333334,0.5804195804195804,0.75,0.75
