epoch,train_loss,train_acc,train_f1,val_acc,val_f1,val_roc_auc,val_pr_auc
1,0.7596534905909594,0.5216572504708098,0.5053195732604678,0.6652542372881356,0.3994910941475827,0.5178854578193448,0.3605697619090102
2,0.691875120116268,0.6016949152542372,0.5740616470259168,0.3347457627118644,0.2507936507936508,0.5507224954536089,0.3750299758999839
3,0.5106847925486987,0.7601224105461394,0.7457799691709075,0.6652542372881356,0.3994910941475827,0.795255628118645,0.7027745569535704
4,0.3730162523560605,0.8615819209039548,0.8511616643610393,0.3347457627118644,0.2507936507936508,0.6703116181568975,0.47379435991676216
5,0.23605699138452776,0.9580979284369114,0.9536943295664679,0.3347457627118644,0.2507936507936508,0.6046610587044353,0.39054291305758226
6,0.1950495152992044,0.9861111111111112,0.9843722398872901,0.3340395480225989,0.25039703546850184,0.846746306897077,0.7630817286907114
7,0.179389893419325,0.9879943502824858,0.9864430070707896,0.4074858757062147,0.3682225555944943,0.8273222428265562,0.7516114086683332
8,0.16935122069216943,0.9917608286252354,0.9907585032430083,0.3347457627118644,0.2507936507936508,0.5833882035708206,0.3772764314690537
9,0.16442347524193046,0.9910546139359698,0.9899716016114619,0.6878531073446328,0.6869030681770429,0.9108123482669963,0.8762379993853611
10,0.15403443142743659,0.9971751412429378,0.996833137350988,0.903954802259887,0.8898949125796161,0.9560679763856414,0.9389172986269964
11,0.15125270196273502,0.998352165725047,0.9981510570704439,0.8516949152542372,0.8458379992534528,0.9801212968188701,0.9675122194758425
12,0.14828329453360564,0.998352165725047,0.9981510570704439,0.7796610169491526,0.6836787297659552,0.9971019556200561,0.9941044561137335
13,0.14557768241721583,0.9990583804143126,0.9989429080777948,0.6680790960451978,0.4085381243712296,0.9764371523018626,0.9670612765508633
14,0.14313798466532468,0.9992937853107344,0.9992075958873331,0.6652542372881356,0.3994910941475827,0.23533284957940281,0.2218778677376101
15,0.14178555914798924,1.0,1.0,0.6652542372881356,0.3994910941475827,0.17258369390917966,0.20836448308620542
16,0.13955579291180253,0.9997645951035782,0.9997357731605119,0.6709039548022598,0.4174485742032312,0.4095357753948417,0.3514811397518921
17,0.13863715860578749,0.9997645951035782,0.9997357731605119,0.6652542372881356,0.3994910941475827,0.1339684843272685,0.20184855316948525
18,0.1388572992970939,0.9992937853107344,0.9992070424881245,0.6687853107344632,0.4107784048613816,0.08119115446979673,0.21165373717658698
19,0.14250403536017106,0.996939736346516,0.9965710145044522,0.3806497175141243,0.32427419025724036,0.9563322493661928,0.914382185070178
20,0.14922225988854124,0.9943502824858758,0.99367937404774,0.6652542372881356,0.3994910941475827,0.14522696121905992,0.2035674424276864
21,0.14076903734615742,0.9990583804143126,0.9989436451602636,0.672316384180791,0.42185366128373714,0.13104804393202363,0.23295520652181453
22,0.13939663866033214,1.0,1.0,0.9456214689265536,0.9371071431661586,0.9635684019099322,0.9577028281785563
23,0.14042412117825165,0.9992937853107344,0.9992070424881245,0.682909604519774,0.6828107328214341,0.9733465021903303,0.9552388748676465
24,0.14375724998458855,0.9981167608286252,0.9978828489835383,0.6652542372881356,0.3994910941475827,0.22806086341118187,0.22102805168292566
25,0.14261688101201855,0.9964689265536724,0.9960421079464745,0.9689265536723164,0.9651159665672284,0.9908310713357878,0.9891329234054655
26,0.1414173418014063,0.9978813559322034,0.9976252647678847,0.6694915254237288,0.41301020408163264,0.1580733155956892,0.2308220846426437
27,0.14170016177181022,0.998587570621469,0.9984143621166922,0.6652542372881356,0.3994910941475827,0.6598515592105852,0.5650997844674557
28,0.15061959307184777,0.995291902071563,0.9947052581224057,0.6652542372881356,0.3994910941475827,0.6660328594336496,0.5731325272217584
29,0.15166151933301864,0.9915254237288136,0.9905320215392053,0.3347457627118644,0.2507936507936508,0.6357982387773568,0.41050831651492214
30,0.15420414984450725,0.9910546139359698,0.9899957733158646,0.3347457627118644,0.2507936507936508,0.5,0.3347457627118644
31,0.15043486708077108,0.9957627118644068,0.9952347323101651,0.3347457627118644,0.2507936507936508,0.5,0.3347457627118644
32,0.1396174777418431,0.9988229755178908,0.9986788658025595,0.3347457627118644,0.2507936507936508,0.5,0.3347457627118644
